Match Number,Team Number,Autonomous Path,Auto Cross Line,Auto Switch Cubes,Auto Scale Cubes,Own Switch Cubes Teleop,Scale Cubes Teleop,Opponent Switch Cubes Teleop,Exchange Cubes,Single Climb,Climb + 1 Buddy,Climb + 2 Buddies,Played Defense
38,5472,[],1,0,0,0,4,0,0,0,0,0,0
38,5985,"[[68,348],[68,346],[68,345],[68,342],[68,340],[68,337],[68,334],[67,332],[67,328],[65,325],[65,321],[64,317],[64,314],[63,312],[63,310],[63,307],[62,306],[62,304],[62,302],[61,301],[61,299],[61,297],[61,295],[61,293],[61,291],[61,288],[61,286],[61,284],[61,282],[60,280],[60,278],[60,276],[60,274],[60,272],[60,270],[60,268],[60,266],[60,263],[60,261],[60,259],[60,257],[60,256],[60,255],[59,253],[59,251],[59,250],[59,249],[59,247],[58,246],[58,245],[58,244],[58,243],[58,242],[58,240],[58,239],[58,238],[58,237],[58,235],[58,233],[58,232],[58,230],[58,229],[58,228],[58,227],[58,226],[58,225],[58,224],[58,222],[58,221],[58,220],[58,219],[58,217],[58,216],[58,215],[58,214],[58,213],[58,212],[58,211],[58,210],[58,209],[58,207],[58,206],[58,205],[58,204],[58,202],[58,201],[58,199],[58,197],[58,195],[58,193],[58,190],[58,188],[58,185],[58,183],[58,181],[58,179],[58,177],[59,176],[59,174],[59,172],[59,170],[59,169],[59,167],[59,166],[59,164],[59,163],[59,161],[59,160],[59,158],[59,156],[59,154],[59,152],[59,150],[59,148],[59,146],[59,145],[59,143],[58,141],[58,139],[58,137],[58,135],[57,134],[57,131],[57,130],[57,127],[57,126],[57,124],[57,122],[57,121],[57,120],[57,118],[57,117],[57,115],[57,114],[57,112],[57,111],[57,109],[57,107],[57,105],[57,104],[58,102],[58,100],[58,98],[59,96],[59,95],[59,93],[60,91],[60,90],[60,88],[61,86],[62,84],[62,83],[63,81],[63,79],[64,77],[64,75],[65,74],[65,72],[66,70],[67,69],[67,67],[68,65],[69,64],[69,62],[70,60],[71,59],[72,58],[73,56],[73,55],[74,53],[75,52],[75,51],[76,50],[77,49],[77,48],[78,48],[78,47],[78,46],[78,47],[78,48],[78,49],[78,50],[78,51],[78,52],[78,53],[78,54],[78,55],[78,56],[78,57],[78,58],[78,59],[78,60],[78,61],[78,62],[78,63],[78,64],[78,65],[78,66],[78,67],[78,68],[78,69],[78,70],[78,71],[78,72],[78,73],[78,74],[78,75],[78,76],[78,77],[78,78],[78,79],[78,80],[78,81],[78,83],[78,84],[78,85],[78,86],[78,87],[78,88],[78,89],[78,91],[78,93],[78,94],[78,95],[78,97],[79,98],[79,99],[80,101],[81,102],[82,103],[82,104],[83,105],[84,105],[84,106],[85,106],[86,107],[87,107],[88,107],[89,107],[90,107],[91,107],[92,107],[93,104],[93,103],[93,102],[93,101],[93,100],[94,99],[94,98],[95,98],[95,96],[95,95],[96,95],[96,94],[97,94],[97,93],[97,92],[97,91],[97,90],[98,90],[98,89],[98,88],[98,86],[98,85],[98,84],[98,83],[98,82],[98,81],[98,80],[98,79],[98,78],[98,77],[98,76],[98,75],[98,74],[98,73],[98,72],[98,71],[98,70],[98,69],[98,68],[97,66],[97,65],[97,64],[97,63],[97,62],[97,61],[96,60],[96,59],[96,58],[95,57],[95,56],[95,55],[95,54],[95,53],[95,52],[94,52],[94,51],[94,50],[94,49],[94,48],[94,47]]",1,0,1,0,5,0,0,0,0,0,0
38,2576,"[[244,344],[244,342],[244,340],[244,337],[244,335],[244,332],[244,330],[244,326],[244,323],[244,320],[244,317],[244,314],[244,311],[244,308],[244,305],[244,302],[244,298],[245,294],[245,291],[246,286],[246,283],[246,279],[246,275],[247,272],[247,268],[247,265],[248,262],[248,258],[248,255],[249,252],[249,249],[249,246],[249,242],[250,236],[250,233],[250,229],[250,225],[250,222],[250,218],[250,215],[250,211],[250,208],[250,206],[250,204],[250,201],[250,200],[250,198],[250,197],[250,195],[250,194],[250,193],[250,192],[250,191],[250,190],[250,189],[249,189],[248,189]]",1,0,0,0,1,0,0,0,0,0,0
39,668,"[[123.236328125,343.71875],[122.533203125,343.71875],[121.21484375,343.71875],[117.171875,343.875],[112.689453125,342.9375],[101,335.59375],[88.87109375,322.3125],[80.2578125,309.96875],[70.853515625,289.96875],[66.72265625,278.875],[64.876953125,273.40625],[61.2734375,259.96875],[58.373046875,245.59375],[57.23046875,231.6875],[57.58203125,218.40625],[58.8125,206.21875],[60.04296875,195.90625],[61.44921875,187.15625],[63.03125,179.8125],[64.4375,173.40625],[65.84375,167.3125],[67.77734375,160.75],[70.4140625,154.34375],[73.9296875,148.09375],[78.32421875,141.84375],[85.00390625,136.0625],[94.14453125,130.90625],[105.921875,126.53125],[119.017578125,122.9375],[132.904296875,120.28125],[146,118.5625],[157.42578125,117.78125],[166.7421875,117],[174.30078125,116.0625],[184.056640625,114.03125],[193.109375,109.34375],[194.8671875,107.78125],[198.03125,104.03125],[201.1953125,98.40625],[205.326171875,88.875],[206.46875,85.75],[208.578125,79.65625],[209.984375,73.71875],[211.0390625,68.09375],[211.91796875,63.09375],[212.26953125,58.25],[212.09375,54.1875],[212.09375,50.59375],[211.91796875,46.84375],[211.91796875,43.25],[212.533203125,40.125]]",1,0,1,0,1,3,0,0,0,0,0
39,6024,"[[160,352],[160,351],[160,349],[160,347],[160,345],[160,344],[160,342],[159,340],[159,338],[158,336],[157,334],[157,332],[156,331],[155,328],[154,326],[153,323],[153,321],[152,319],[152,317],[151,314],[150,312],[150,309],[149,307],[149,304],[148,302],[147,300],[147,297],[147,294],[147,292],[147,290],[148,288],[149,285],[150,283],[152,280],[155,278],[156,275],[157,273],[158,271],[159,269],[160,268],[161,267],[163,266],[164,264],[166,263],[168,261],[169,260],[171,259],[172,258],[174,257],[176,255],[177,254],[179,253],[181,252],[183,250],[185,249],[187,247],[190,246],[192,244],[195,242],[198,240],[200,238],[201,237],[202,236],[203,235],[204,234],[205,233],[206,232],[206,231],[207,230],[207,228],[207,225],[207,223],[207,221],[207,218],[207,214],[207,210],[207,206],[207,200],[207,197],[207,194],[207,192],[207,189]]",1,0,0,1,3,0,1,1,0,0,0
39,1763,"[[235,334],[235,332],[235,330],[235,328],[235,324],[235,321],[235,317],[235,312],[235,307],[237,303],[239,294],[240,290],[242,282],[244,279],[244,275],[245,272],[246,268],[247,261],[248,258],[249,253],[250,250],[250,246],[251,243],[251,239],[252,236],[253,232],[253,229],[254,225],[254,222],[255,216],[255,212],[255,210],[255,207],[255,204],[255,202],[255,199],[255,197],[255,195],[255,193],[255,191],[255,188],[255,187],[255,185],[255,184],[255,183],[255,182],[255,181],[251,180],[245,180],[236,179],[229,179],[223,178],[214,178],[211,178],[209,178],[208,178],[207,178]]",1,1,0,2,0,0,5,0,0,0,0
39,2521,"[[71,340],[71,336],[71,333],[71,328],[71,324],[71,319],[71,314],[71,308],[71,303],[71,297],[71,293],[71,290],[71,287],[71,283],[71,281],[71,279],[71,277],[71,275],[71,273],[71,271],[71,270],[71,268],[71,267],[71,265],[71,263],[71,261],[71,259],[71,257],[71,256],[71,254],[71,251],[71,250],[71,248],[71,246],[71,245],[71,244],[71,242],[71,241],[71,239],[71,237],[71,236],[71,235],[71,234],[71,233],[71,231],[71,230],[71,229],[71,227],[71,226],[71,224],[71,222],[70,221],[70,219],[70,217],[70,216],[70,213],[70,212],[70,210],[69,209],[69,208],[69,207],[69,205],[69,204],[69,202],[69,201],[69,200],[69,199],[68,198],[68,196],[68,195],[68,194],[68,193],[68,192],[68,191],[68,190],[68,189],[68,188],[68,187],[68,186],[68,185],[68,184],[68,183],[68,182],[68,181],[68,179],[68,178],[68,176],[68,175],[68,173],[68,172],[68,170],[67,170],[67,169],[67,168],[66,167],[66,165],[66,164],[66,163],[65,162],[65,161],[65,159],[65,158],[65,156],[65,155],[65,153],[64,151],[64,150],[64,148],[64,147],[64,146],[64,144],[64,143],[64,142],[64,141],[64,140],[64,139],[64,138],[64,136],[64,135],[64,134],[64,133],[65,132],[67,131],[68,130],[69,130],[70,130],[71,130],[73,130],[74,129],[76,129],[77,129],[79,129],[80,129],[82,129],[84,129],[86,129],[88,129],[89,129],[91,129],[92,129],[93,129],[95,129],[97,129],[99,128],[100,128],[102,128],[104,127],[106,127],[108,127],[110,127],[112,127],[113,127],[114,127],[116,127],[117,127],[119,127],[120,127],[122,127],[123,127],[125,127],[126,127],[128,127],[129,127],[131,127],[132,127],[134,127],[135,127],[137,127],[138,127],[140,127],[141,127],[144,127],[145,127],[147,127],[148,127],[150,127],[152,127],[153,127],[154,127],[156,127],[157,127],[159,127],[160,127],[161,127],[162,127],[163,127],[165,127],[166,127],[168,127],[169,127],[171,127],[172,127],[173,127],[174,127],[175,127],[177,127],[178,127],[179,127],[180,127],[181,127],[182,127],[183,127],[184,127],[185,127],[186,127],[188,127],[189,127],[190,127],[191,127],[192,127],[193,127],[194,127],[195,127],[197,127],[198,127],[199,127],[200,127],[201,127],[202,128],[203,128],[204,128],[205,128],[206,129],[207,129],[208,129],[209,129],[210,129],[211,129],[212,129],[212,130],[213,130],[214,130],[215,130],[216,130],[217,130],[218,130],[219,130],[220,130],[221,130],[222,130],[223,130],[224,130],[225,130],[226,130],[227,130],[228,130],[229,130],[228,130],[227,130],[226,130]]",1,0,0,0,3,0,0,1,0,0,0
39,7152,[],1,0,0,1,0,0,9,0,0,0,0
39,1540,"[[193,337],[193,334],[193,331],[193,328],[193,324],[193,320],[193,315],[193,308],[193,303],[193,297],[193,289],[193,282],[192,276],[192,270],[192,263],[192,256],[192,251],[192,246],[192,240],[192,235],[192,230],[193,226],[193,223],[193,219],[193,216],[193,213],[193,210],[193,208],[193,205],[193,202],[193,200],[193,199],[193,198],[193,197],[193,196],[194,196]]",1,1,0,0,4,1,0,0,0,0,0
40,6652,"[[74.13304138183594,365.36163330078125],[74.13304138183594,365.19195556640625],[73.9421615600586,364.85260009765625],[73.4649658203125,364.34356689453125],[72.89232635498047,364.0042724609375],[71.93793487548828,363.6649169921875],[66.21155548095703,361.28948974609375],[60.676063537597656,358.4051513671875],[49.032432556152344,347.20684814453125],[43.97413635253906,340.08074951171875],[38.6295166015625,330.2398681640625],[35.57545471191406,319.0416259765625],[34.71649932861328,310.72772216796875],[34.334739685058594,302.58355712890625],[34.04841613769531,292.572998046875],[35.09825134277344,280.52642822265625],[36.434410095214844,267.2921142578125],[39.679351806640625,253.039794921875],[43.97413635253906,237.599853515625],[48.45979309082031,221.82049560546875],[52.277381896972656,207.0592041015625],[55.14056396484375,194.3338623046875],[56.95391845703125,183.9840087890625],[58.76727294921875,174.991455078125],[59.530784606933594,173.2947998046875],[61.72589874267578,170.410400390625],[65.25716400146484,168.20465087890625],[69.83826446533203,166.1685791015625],[74.61023712158203,164.132568359375],[78.23694610595703,162.43585205078125],[80.24117279052734,161.2481689453125],[80.52749633789062,160.9088134765625],[79.76397705078125,162.26617431640625]]",1,0,0,5,0,0,0,0,0,0,0
40,3476,"[[153,327],[151,325],[149,322],[148,319],[147,316],[145,312],[143,309],[140,304],[138,300],[136,295],[134,290],[131,285],[129,280],[127,274],[124,269],[123,263],[121,257],[118,251],[116,243],[114,236],[113,231],[112,226],[111,223],[111,219],[110,217],[110,216],[109,215],[109,214],[109,213],[108,213],[108,212],[108,211],[107,210],[107,209],[107,210],[107,211],[107,212],[107,213],[107,214],[108,216],[108,217],[109,219],[109,221],[110,223],[111,224],[111,225],[113,227],[113,228],[114,229],[115,231],[116,232],[118,233],[119,234],[120,236],[121,238],[123,238],[124,239],[126,240],[128,241],[129,242],[130,243],[131,243],[133,243],[134,244],[136,244],[138,244],[139,244],[141,244],[142,244],[143,244],[145,244],[146,244],[147,244],[148,244],[149,244],[150,244],[151,244],[151,245],[149,246],[148,247],[147,247],[146,249],[144,249],[142,250],[140,251],[139,251],[137,251],[136,251],[134,251],[133,251],[132,251],[131,251],[129,251],[128,251],[126,251],[124,251],[123,251],[121,249],[118,248],[116,247],[115,245],[113,243],[112,241],[111,239],[111,236],[111,234],[111,232],[111,229],[111,228],[111,225],[111,223],[111,221],[111,218],[111,216],[111,214],[111,211],[111,209],[111,208],[111,205],[111,203],[111,201],[111,202],[111,203],[111,204],[111,206],[111,208],[112,208],[112,209],[113,211],[113,213],[113,214],[113,215],[113,216],[113,218],[113,219],[113,220],[113,221],[113,222],[113,223],[113,225],[113,226],[113,228],[113,230],[113,232],[114,234],[114,236],[114,238],[115,240],[116,242],[118,243],[118,245],[119,246],[121,248],[122,250],[123,252],[124,254],[126,256],[126,257],[128,258],[128,259],[129,261],[131,262],[133,262],[134,262],[135,262],[136,262],[138,262],[139,262],[140,262],[141,262],[143,262],[144,262],[146,262],[147,261],[147,260],[148,259],[149,259],[149,258],[150,258],[151,258],[150,259],[149,260],[147,261],[146,262],[144,264],[142,265],[141,266],[139,266],[138,267],[136,268],[134,268],[133,269],[132,269],[131,269],[129,269],[128,269],[126,269],[124,269],[123,269],[121,269],[121,268],[119,267],[118,266],[118,264],[116,262],[116,261],[115,259],[114,257],[114,256],[114,254],[113,252],[113,251],[112,250],[112,249],[112,247],[111,246],[111,244],[111,242],[111,240],[111,238],[111,236],[111,234],[111,233],[111,231],[111,229],[111,227],[111,225],[111,223],[111,221],[111,218],[111,215],[111,213],[111,211],[111,209],[111,208],[111,206],[111,205],[111,204],[111,203],[111,202],[111,201],[111,200],[111,199],[111,201]]",1,3,0,2,2,3,0,1,0,0,0
40,4522,"[[250,321],[250,317],[252,313],[258,300],[260,293],[262,285],[263,278],[265,270],[267,256],[268,249],[268,243],[269,237],[269,231],[269,226],[269,221],[269,216],[269,209],[269,204],[268,198],[268,192],[268,186],[268,179],[268,173],[268,166],[268,160],[268,153],[268,145],[268,139],[268,132],[268,126],[266,114],[264,109],[262,104],[260,100],[258,97],[254,93],[250,90],[247,88],[242,85],[236,84],[230,83],[223,82],[216,82],[208,82],[200,82],[195,82],[187,82],[180,82],[173,82],[168,82],[163,82],[156,82],[151,82],[146,82],[142,82],[137,83],[133,83],[127,84],[122,84],[118,85],[113,85],[108,86],[98,87],[93,87],[89,87],[85,87],[81,87],[76,87],[72,87],[69,87],[66,87],[64,87],[61,87],[60,87],[58,87],[57,86],[56,85],[55,84],[55,83]]",1,0,0,0,1,3,1,1,0,0,0
40,6887,"[[226,350],[226,346],[226,340],[227,334],[228,325],[228,317],[229,308],[230,298],[230,288],[231,279],[231,270],[231,263],[231,255],[231,246],[231,239],[231,231],[231,223],[232,216],[232,209],[232,203],[232,196],[232,191],[232,187],[232,183],[230,179],[230,176],[229,173],[229,171],[229,167],[232,161]]",1,0,0,1,0,1,0,0,0,0,1
40,6106,"[[51,347],[51,344],[51,341],[51,338],[51,336],[51,334],[51,333],[51,331],[51,329],[51,328],[51,326],[51,325],[51,324],[50,323],[50,322],[50,321],[50,320],[49,320],[49,319],[49,318],[49,317],[48,316],[48,315],[47,315],[47,314],[46,314],[46,313],[45,313],[45,312],[45,311],[45,310],[44,310],[44,309],[43,308],[43,307],[43,305],[43,304],[43,303],[42,302],[41,301],[40,300],[39,299],[39,298],[38,298],[38,297],[38,296],[37,295],[37,294],[37,293],[37,291],[37,290],[36,288],[36,287],[36,285],[36,283],[36,280],[36,277],[35,274],[35,269],[35,265],[35,261],[34,257],[34,252],[34,249],[34,245],[33,242],[33,239],[33,236],[33,234],[33,231],[33,229],[33,226],[33,225],[33,222],[33,220],[33,217],[33,214],[33,212],[33,210],[33,208],[33,205],[33,202],[33,200],[33,197],[33,193],[33,189],[34,185],[34,181],[34,177],[34,173],[34,168],[34,162],[34,156],[34,149],[34,142],[34,137],[35,132],[35,126],[36,122],[36,118],[37,113],[40,109],[42,105],[45,101],[47,98],[49,96],[52,93],[54,90],[56,88],[59,88],[60,86],[62,86],[63,85],[64,84],[65,84],[66,83],[67,83],[68,83],[69,83],[70,83],[71,83],[72,83],[73,83],[74,83],[75,83],[76,84],[76,85],[76,87],[80,89],[251,-20],[251,-29],[253,-36],[254,-42],[255,-46],[256,-48],[257,-50],[257,-52],[258,-52],[258,-53],[258,-54],[258,-55],[258,-56],[258,-57],[258,-58],[258,-59],[258,-60]]",0,1,0,0,0,0,6,0,0,0,0
40,2080,"[[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null],[null,null]]",0,0,0,1,0,0,2,0,0,0,0
41,4401,"[[53,327],[53,321],[53,314],[53,307],[53,299],[53,292],[53,286],[53,280],[53,274],[53,269],[53,264],[53,260],[53,256],[53,253],[53,249],[53,245],[53,242],[53,239],[53,236],[53,234],[53,231],[53,229],[53,226],[52,223],[52,221],[51,218],[50,215],[50,213],[49,210],[48,207],[47,205],[47,202],[46,199],[45,197],[44,195],[44,193],[43,191],[43,190],[43,188],[43,187],[42,185],[42,183],[42,182],[42,181],[42,179],[42,178],[42,177],[42,176],[42,175],[42,174],[42,173],[42,172],[43,172],[44,171],[45,170],[46,169],[47,169],[47,168],[48,168],[48,167],[49,167],[50,167],[50,166],[51,166],[51,165],[52,165],[52,164],[53,164],[54,163],[55,163],[55,162],[56,162],[57,162],[58,161],[59,161],[60,161],[60,160],[61,160],[62,159],[63,159],[64,158],[65,158],[64,158],[62,160],[61,161]]",0,0,0,1,2,1,0,1,0,0,0
41,1515,"[[220.970703125,354.09375],[220.53125,351.75],[221.41015625,331.125],[225.716796875,310.03125],[229.935546875,296.75],[235.296875,277.375],[240.21875,254.875],[245.404296875,233.3125],[249.623046875,215.34375],[251.1171875,201.59375],[251.8203125,185.96875],[251.8203125,181.75],[251.732421875,173.625],[251.556640625,167.21875],[251.205078125,160.96875],[251.46875,155.96875],[251.732421875,152.0625],[251.908203125,149.5625],[252.34765625,147.53125],[252.435546875,145.8125],[252.435546875,144.71875],[252.259765625,144.875],[252.171875,144.875]]",1,0,0,0,0,0,0,0,0,0,0
41,2906,"[[168,336],[168,333],[168,330],[168,327],[168,324],[168,319],[168,315],[168,311],[168,306],[168,300],[168,294],[168,288],[168,282],[168,275],[168,263],[169,257],[171,243],[171,237],[172,231],[173,220],[174,215],[174,210],[175,203],[175,200],[175,199],[175,197],[175,195],[176,194]]",1,0,0,2,0,0,3,0,0,0,0
41,7327,"[[238,330],[238,327],[238,323],[238,320],[238,317],[238,313],[238,310],[238,307],[238,304],[238,301],[238,298],[238,295],[238,292],[238,289],[238,286],[238,283],[238,279],[238,276],[239,273],[239,271],[239,268],[239,266],[239,263],[239,262],[239,260],[239,258],[239,256],[239,254],[239,251],[239,249],[239,247],[239,245],[239,243],[239,241],[239,240],[239,237],[239,235],[239,234],[239,232],[239,230],[239,228],[239,226],[239,224],[239,223],[239,222],[239,221],[239,220],[239,219],[239,218],[239,216],[239,215],[239,213],[239,211],[239,209],[239,208],[239,206],[239,205],[239,204],[239,203],[239,202],[239,201],[239,200]]",1,0,0,0,0,3,0,0,0,0,0
41,4980,[],1,0,0,1,3,4,2,0,0,0,0
41,6390,"[[72,344],[72,341],[72,338],[72,335],[72,331],[71,328],[70,324],[69,320],[69,316],[68,312],[68,308],[67,304],[67,300],[67,296],[67,292],[67,288],[67,285],[67,280],[66,275],[66,270],[65,266],[65,260],[65,255],[64,249],[64,244],[63,239],[63,234],[63,229],[62,224],[62,218],[62,213],[62,208],[62,203],[62,198],[62,194],[62,190],[62,186],[62,183],[62,180],[62,176],[62,173],[62,170],[62,168],[60,164]]",1,0,0,3,4,0,2,0,0,0,0
42,5410,"[[192.58203125,308.0625],[191.263671875,308.0625],[189.154296875,307.90625],[180.892578125,306.03125],[166.654296875,300.09375],[150.482421875,287.90625],[137.123046875,275.875],[120.6875,260.5625],[105.306640625,240.40625],[89.92578125,217.125],[76.830078125,191.96875],[68.041015625,167.4375],[61.9765625,147.4375],[59.515625,133.21875],[59.69140625,127.4375],[61.009765625,125.5625]]",1,0,0,0,0,0,5,0,0,0,0
42,4191,"[[238,340],[238,338],[238,337],[238,334],[238,332],[237,329],[235,311],[235,309],[235,306],[235,302],[235,298],[235,293],[235,290],[235,287],[235,284],[235,280],[235,275],[235,272],[235,268],[235,265],[235,262],[234,259],[234,254],[234,250],[234,246],[233,243],[233,240],[233,237],[233,233],[233,229],[233,224],[233,220],[233,216],[233,212],[233,207],[233,203],[233,198],[233,194],[233,191],[232,185],[232,179],[231,172],[230,167],[230,166],[229,165],[228,165],[226,165],[223,165],[220,165],[215,165],[210,165],[207,166],[206,166]]",1,1,0,3,0,2,1,0,0,0,0
42,2584,"[[56,332],[56,324],[56,315],[54,305],[52,296],[50,287],[48,278],[47,269],[47,262],[46,255],[45,249],[44,243],[43,234],[42,224],[41,214],[40,205],[38,197],[37,188],[36,179],[35,167],[34,155],[34,144],[33,135],[33,126],[33,119],[33,111],[33,103],[33,96],[33,91],[33,86],[33,81],[33,76],[33,71],[33,66],[33,61],[33,56],[33,52],[34,49],[34,44],[35,40],[36,36],[37,33],[38,30],[40,27],[41,25],[42,23],[43,22],[44,20],[45,20],[46,19],[47,19],[48,19],[54,19],[53,15],[55,15],[56,15],[58,16],[60,17],[62,19],[64,20],[66,21],[69,22],[71,22],[73,23],[74,24],[75,25],[77,26],[78,27],[79,28],[80,29],[81,30],[82,32],[83,33],[84,35],[85,36],[86,38],[87,39],[88,40],[89,41],[90,42],[90,43],[91,44],[91,45],[92,46],[93,46],[93,47],[94,48],[94,50],[95,51],[95,52],[96,53],[96,54],[97,55],[98,56],[98,58],[99,59],[99,60],[100,60],[100,62],[101,63],[101,65],[101,67],[102,69],[102,71],[103,72],[103,75],[103,77],[103,79],[103,82],[103,85],[103,87],[103,89],[103,90],[103,91]]",1,0,1,0,1,5,0,0,0,0,0
42,3882,"[[246,325],[246,320],[247,315],[248,310],[249,303],[249,286],[249,278],[249,267],[249,258],[249,249],[249,239],[249,225],[249,219],[249,213],[249,206],[249,203],[249,199],[250,195],[250,193],[250,190],[250,189],[251,188]]",1,0,0,2,0,0,9,0,0,0,0
42,2352,[],1,1,0,0,5,0,0,0,0,0,0
42,1730,"[[166,344],[166,342],[166,340],[166,338],[166,336],[166,335],[166,334],[166,333],[166,332],[166,331],[166,330],[166,329],[166,328],[166,327],[165,325],[165,324],[164,324],[164,323],[164,322],[164,321],[164,320],[164,319],[164,318],[164,317],[164,316],[164,315],[164,314],[164,313],[164,312],[166,311],[167,309],[168,308],[169,307],[169,305],[170,304],[171,303],[172,302],[172,301],[173,301],[173,300],[174,300],[174,299],[175,299],[176,299],[177,298],[177,297],[178,296],[179,294],[180,294],[181,293],[182,293],[182,292],[183,292],[183,291],[184,291],[185,291],[185,290],[186,289],[187,289],[187,288],[188,288],[188,287],[189,287],[189,286],[190,285],[191,284],[192,283],[193,282],[194,281],[195,280],[196,279],[197,278],[198,277],[198,276],[199,275],[200,274],[200,273],[201,273],[201,272],[202,271],[203,271],[204,270],[205,268],[205,267],[205,265],[205,264],[205,261],[205,259],[205,256],[205,252],[205,250],[205,248],[205,246],[205,245],[205,243],[205,241],[205,239],[205,238],[205,235],[205,233],[205,230],[204,228],[204,225],[204,223],[204,222],[203,221],[203,220],[203,219],[203,218],[203,217],[202,214],[201,214],[201,213],[200,213],[200,212],[200,210],[199,209],[199,208],[199,207],[199,208],[199,209],[199,210],[199,211],[199,212],[199,213],[199,214],[200,215],[200,216],[200,217],[200,218],[200,219],[200,220],[200,221],[200,222],[200,223],[201,225],[201,226],[201,228],[201,229],[201,231],[201,233],[201,234],[201,236],[202,238],[202,240],[202,241],[203,243],[203,244],[203,245],[203,246],[203,247],[203,249],[203,250],[203,251],[203,254],[203,255],[203,256],[203,259],[203,260],[203,262],[203,263],[203,264],[202,266],[202,267],[202,268],[201,270],[201,271],[201,272],[201,273],[200,273],[199,275],[198,276],[198,277],[196,278],[194,279],[193,280],[192,281],[191,282],[190,283],[189,283],[188,285],[187,285],[185,286],[184,287],[183,288],[182,289],[181,290],[180,291],[179,291],[178,292],[177,292],[177,293],[175,293],[174,294],[173,294],[173,295],[172,296],[171,296],[170,297],[169,298],[168,298],[167,298],[166,298],[165,298],[164,298],[163,298],[162,298],[162,296],[162,295],[161,293],[161,292],[159,288],[158,285],[157,281],[156,276],[156,273],[154,270],[153,266],[152,263],[152,260],[150,256],[149,252],[147,249],[146,245],[145,242],[143,239],[143,236],[142,234],[141,232],[140,230],[138,229],[138,228],[137,227],[137,228],[137,229],[137,230],[137,231],[138,231],[138,232],[138,233],[139,233],[139,234],[140,234],[140,235],[140,236],[141,236],[141,237],[141,238],[141,239],[142,240],[142,241],[142,242],[142,243],[142,244],[143,245],[143,246],[143,248],[144,249],[144,251],[145,252],[145,254],[146,255],[146,256],[146,258],[146,259],[147,261],[147,262],[147,264],[148,265],[148,267],[148,268],[148,270],[149,272],[149,273],[149,274],[150,276],[151,277],[151,278],[152,278],[152,280],[153,281],[153,282],[154,282],[155,284],[156,285],[157,286],[157,287],[158,288],[159,288],[160,289],[161,289],[162,289],[163,290],[164,291],[167,292],[170,293],[172,294],[173,295],[174,296],[174,294],[174,293],[175,293],[175,292],[175,291],[176,291],[176,290],[176,289],[176,288],[177,288],[177,287],[177,286],[177,285],[177,284],[177,283],[177,282],[177,281],[177,280],[177,279],[177,278],[177,277],[177,276],[177,275],[177,274],[177,273],[177,272],[177,271],[176,270],[176,269],[176,268],[175,267],[175,266],[175,265],[175,264],[175,262],[175,261],[175,260],[175,259],[175,257],[175,255],[175,253],[175,251],[175,249],[175,247],[175,245],[175,243],[175,242],[175,240],[175,239],[175,238],[175,236],[175,235],[176,233],[177,231],[177,229],[178,228],[178,227],[178,225],[178,224],[179,222],[179,220],[179,219],[180,217],[180,215],[180,214],[180,213],[180,210],[181,209],[181,208],[182,206],[182,204],[182,203],[183,203],[183,204],[183,205],[183,206],[184,207],[184,208],[184,209]]",1,2,0,0,5,0,0,0,0,0,0
43,1002,"[[61,349],[61,346],[61,343],[61,340],[61,336],[61,333],[60,329],[59,326],[58,324],[58,321],[57,319],[56,317],[56,315],[55,313],[55,311],[54,309],[54,307],[53,305],[52,304],[51,302],[51,301],[51,299],[50,297],[49,295],[49,294],[48,293],[47,291],[47,290],[46,289],[46,287],[45,286],[45,285],[44,284],[44,283],[43,282],[43,280],[43,279],[42,278],[42,277],[41,275],[41,274],[40,273],[40,271],[40,270],[40,268],[40,266],[39,265],[39,263],[39,262],[38,260],[38,258],[38,257],[38,255],[37,253],[37,251],[37,249],[37,247],[37,245],[36,243],[36,241],[36,238],[36,236],[36,234],[36,230],[36,227],[36,224],[36,220],[36,216],[36,213],[36,208],[36,205],[36,200],[36,196],[36,191],[36,187],[37,183],[38,178],[38,173],[39,167],[40,162],[42,156],[44,151],[45,145],[47,140],[49,134],[51,127],[54,120],[56,113],[60,107],[63,100],[65,94],[69,87],[72,80],[76,74],[80,67],[83,61],[86,57],[89,53],[91,50],[92,48],[94,46],[95,45],[95,44],[96,43],[96,42],[92,62],[92,64],[92,65],[92,67],[92,70],[92,74],[92,77],[92,81],[93,84],[93,87],[94,91],[95,94],[96,98],[97,101],[99,104],[99,106],[100,108],[100,109],[100,110],[101,110],[101,108],[101,105],[101,102],[100,96],[99,85],[97,74],[97,66],[97,58],[101,47],[115,32],[124,24]]",0,0,1,0,4,3,0,0,0,0,0
43,5212,"[[252,301],[252,299],[252,295],[252,290],[252,285],[253,279],[253,274],[254,268],[254,251],[254,245],[254,226],[253,217],[251,209],[249,202],[245,191],[243,187],[241,184],[240,178],[240,175]]",1,0,0,0,0,0,5,1,0,0,0
