Match Number,Team Number,Autonomous Path,Auto Cross Line,Auto Switch Cubes,Auto Scale Cubes,Own Switch Cubes Teleop,Scale Cubes Teleop,Opponent Switch Cubes Teleop,Exchange Cubes,Single Climb,Climb + 1 Buddy,Climb + 2 Buddies,Played Defense
37,1323,[],1,0,1,0,6,0,0,1,0,0,0
37,2557,"[[225,330],[225,328],[225,324],[225,320],[225,317],[225,314],[225,312],[225,311],[225,310],[225,309],[225,308],[225,307],[225,306],[225,304],[224,302],[224,300],[224,299],[223,297],[223,296],[223,295],[223,294],[223,292],[223,291],[223,289],[223,288],[223,287],[223,287],[223,287],[223,287],[223,286],[223,285],[223,284],[223,283],[223,282],[223,281],[223,280],[223,278],[223,277],[223,275],[223,274],[223,273],[223,272],[223,272],[223,272],[223,271],[223,271],[223,271],[223,270],[223,270],[223,269],[222,269],[222,268],[221,267],[220,266],[220,265],[218,264],[216,262],[215,260],[213,258],[211,257],[210,255],[208,253],[206,252],[205,250],[204,249],[203,249],[202,248],[201,248],[200,247],[199,247],[198,247],[198,246],[198,246],[198,246],[198,246],[198,246]]",1,0,0,0,0,0,0,1,0,0,0
37,4488,"[[235,352],[235,346],[235,338],[237,328],[237,315],[238,301],[239,285],[241,271],[241,257],[241,245],[241,233],[241,221],[241,208],[241,195],[238,183],[236,171],[234,161],[233,151],[232,141],[230,131],[230,122],[230,113],[229,104],[229,95],[228,88],[228,79],[228,72],[228,65],[227,57],[226,50],[225,43],[223,37],[222,32],[221,27],[220,24],[220,21],[219,19],[219,18],[220,18],[224,18]]",1,0,1,0,6,0,0,0,0,1,0
37,5012,"[[149.802734375,375.28125],[148.923828125,374.65625],[148.044921875,374.03125],[147.25390625,373.25],[145.49609375,369.03125],[145.49609375,364.96875],[147.341796875,360.125],[150.59375,354.5],[154.021484375,348.71875],[157.361328125,343.40625],[161.404296875,338.5625],[166.23828125,334.1875],[171.6875,330.125],[177.13671875,325.75],[182.05859375,321.375],[186.27734375,317.15625],[188.9140625,313.09375],[191.0234375,308.875],[192.869140625,304.34375],[194.802734375,299.1875],[197,293.25],[198.845703125,286.6875],[200.251953125,279.96875],[201.21875,273.875],[201.04296875,268.71875],[200.515625,264.65625],[199.63671875,261.0625],[198.93359375,257.78125],[198.58203125,254.65625],[198.23046875,251.21875],[198.40625,247.625],[198.40625,243.5625],[198.23046875,239.96875],[197.703125,237],[197.263671875,233.875],[197,230.75],[196.560546875,227.9375],[196.12109375,225.4375],[195.59375,222.15625],[195.59375,221.0625],[195.59375,218.875],[195.59375,216.6875],[195.2421875,214.65625],[194.978515625,212.78125],[194.802734375,211.0625],[194.626953125,209.34375],[194.626953125,207.78125],[194.626953125,206.6875],[194.5390625,205.4375],[194.5390625,204.34375],[194.5390625,203.25],[194.36328125,202],[194.36328125,201.21875],[194.1875,200.4375],[194.1875,199.65625],[193.923828125,199.1875],[193.923828125,198.71875],[193.748046875,198.40625],[193.748046875,198.09375],[193.748046875,197.9375],[193.572265625,197.9375],[193.396484375,197.9375],[193.044921875,197.9375],[192.869140625,197.9375],[192.95703125,197.9375],[193.1328125,198.09375],[193.220703125,198.09375],[193.484375,198.40625],[193.484375,198.5625],[193.748046875,198.875],[193.748046875,199.03125],[193.748046875,199.5],[193.8359375,199.8125],[193.923828125,199.96875],[194.1875,200.28125],[194.36328125,200.59375],[194.451171875,200.75],[194.5390625,201.0625],[194.5390625,201.53125],[194.626953125,201.84375],[194.71484375,202],[194.978515625,202.78125],[195.330078125,203.40625],[195.76953125,204.1875],[196.12109375,205.28125],[196.47265625,206.6875],[197,208.71875],[197.52734375,211.375],[198.142578125,214.5],[198.845703125,217.9375],[199.548828125,221.53125],[199.98828125,225.125],[200.33984375,228.875],[200.427734375,232.625],[200.251953125,235.90625],[199.900390625,239.1875],[199.63671875,241.84375],[199.548828125,244.1875],[199.548828125,246.21875],[199.373046875,248.09375],[199.373046875,250.28125],[199.373046875,252.46875],[199.548828125,254.65625],[199.548828125,256.84375],[199.8125,259.34375],[199.63671875,261.21875],[199.63671875,262.9375],[199.8125,264.03125],[200.955078125,265.28125],[201.39453125,266.21875],[201.39453125,267],[201.482421875,267.78125],[201.482421875,268.09375],[201.74609375,268.875],[201.74609375,269.1875],[201.74609375,269.5],[201.5703125,269.65625],[201.306640625,269.65625],[201.21875,269.65625],[200.8671875,269.65625],[200.603515625,269.65625],[200.515625,269.1875]]",1,1,0,0,2,0,1,0,0,0,0
37,4388,"[[154.4700469970703,343.625],[154.15066528320312,343.37005615234375],[153.85519409179688,343.21478271484375],[153.55859375,343.15625],[153.17962646484375,342.74127197265625],[153.04733276367188,342.43218994140625],[153.03125,342.140625],[152.79705810546875,341.9586181640625],[152.61854553222656,341.64129638671875],[152.3804168701172,341.3277587890625],[152.18040466308594,341.01861572265625],[152.00149536132812,340.7005615234375],[151.82688903808594,340.39013671875],[151.6506805419922,340.076904296875],[151.2333221435547,338.63861083984375],[150.87997436523438,337.53851318359375],[150.6789093017578,336.3917236328125],[150.5703125,335.6146240234375],[150.505126953125,334.68359375],[150.70460510253906,333.73565673828125],[150.74609375,332.6566162109375],[150.67735290527344,331.69586181640625],[150.29920959472656,330.79931640625],[149.98353576660156,329.87054443359375],[149.955078125,329.25],[149.7174835205078,328.77264404296875],[149.92901611328125,328.51507568359375],[150.0315399169922,328.1968994140625],[150.19607543945312,327.88409423828125],[150.306640625,327.29156494140625],[150.21875,326.67437744140625],[149.955078125,326.359375],[150.02276611328125,326.004638671875],[150.04296875,325.5],[150.04296875,325.22540283203125],[149.96563720703125,324.91259765625],[149.8232421875,324.640625],[149.50433349609375,324.2886962890625],[149.603515625,323.963623046875],[149.44085693359375,323.6483154296875],[149.2958984375,323.390625],[149.33984375,323.01849365234375],[149.33984375,322.7100830078125],[149.17385864257812,322.39239501953125],[149.1640625,322.140625],[149.1640625,321.7762451171875],[149.1640625,321.45306396484375],[149.1640625,321.1397705078125],[149.2958984375,320.890625],[149.50775146484375,320.5140380859375],[149.427734375,320.200927734375],[149.427734375,319.73211669921875],[149.427734375,319.1202392578125],[149.427734375,318.48883056640625],[149.34442138671875,317.8599853515625],[149.33984375,317.23944091796875],[149.33984375,316.61383056640625],[149.33984375,315.9791259765625],[149.33984375,315.3555908203125],[149.427734375,314.7374267578125],[149.427734375,313.943359375],[149.427734375,313.0069580078125],[149.427734375,312.0667724609375],[149.427734375,311.1248779296875],[149.427734375,310.1876220703125],[149.427734375,309.2264404296875],[149.51809692382812,308.29931640625],[149.69802856445312,307.49591064453125],[149.8725128173828,306.8873291015625],[150.0487823486328,306.26055908203125],[150.3123779296875,305.6358642578125],[150.58250427246094,304.85333251953125],[151.22171020507812,304.2242431640625],[151.84738159179688,303.2628173828125],[152.83050537109375,302.319091796875],[153.9784393310547,301.385498046875],[155.22689819335938,300.43426513671875],[156.739990234375,299.67718505859375],[158.53115844726562,298.88818359375],[160.31393432617188,298.25439453125],[162.27783203125,297.6248779296875],[164.4867401123047,297.00628662109375],[167.1265411376953,296.37158203125],[169.91465759277344,295.9384765625],[172.67965698242188,295.62353515625],[175.44943237304688,295.311767578125],[178.3514404296875,294.658447265625],[181.22384643554688,293.82708740234375],[183.93948364257812,293.2742919921875],[186.27447509765625,292.7716064453125],[188.17189025878906,292.1385498046875],[189.7909393310547,291.17608642578125],[191.6031036376953,287.04339599609375],[193.80101013183594,282.5172119140625],[195.5945281982422,278.2677001953125],[197.36097717285156,274.5367431640625],[198.24887084960938,271.716552734375],[199.20468139648438,269.0684814453125],[199.28640747070312,266.55517578125],[200.01589965820312,264.043212890625],[200.36325073242188,261.375244140625],[200.19720458984375,258.6485595703125],[200.96229553222656,256.0159912109375],[200.8110809326172,253.47283935546875],[200.96583557128906,250.79498291015625],[201.58258056640625,248.341796875],[202.8643798828125,245.78369140625],[203.83502197265625,243.27276611328125],[204.3590545654297,240.5010986328125],[204.96861267089844,237.1051025390625],[205.35899353027344,233.2957763671875],[205.78323364257812,229.7186279296875],[206.32040405273438,226.7598876953125],[206.72056579589844,224.02178955078125],[207.07101440429688,221.5963134765625],[207.42764282226562,219.3773193359375],[207.72415161132812,217.66571044921875],[208.00192260742188,216.0211181640625],[208.26760864257812,214.19769287109375],[208.40234375,212.636962890625],[208.5325927734375,210.829345703125],[208.75013732910156,208.95758056640625],[209.13821411132812,207.173828125],[209.5423126220703,205.357666015625],[209.8958740234375,203.4720458984375],[210.1180877685547,201.8114013671875],[210.16015625,200.64599609375],[210.16015625,199.4903564453125],[210.16015625,198.4521484375],[210.072265625,197.44281005859375],[209.984375,196.42633056640625],[209.984375,195.48089599609375],[209.984375,194.8497314453125],[209.984375,194.2232666015625],[209.984375,193.34197998046875],[210.0391845703125,192.395263671875],[210.21360778808594,191.4649658203125],[210.58456420898438,190.5267333984375],[210.8305206298828,189.835205078125],[211.00709533691406,189.2073974609375],[211.23876953125,188.58245849609375],[211.44911193847656,187.94830322265625],[211.62452697753906,187.22125244140625],[211.654296875,186.5396728515625],[211.654296875,185.90716552734375],[211.56640625,185.3953857421875],[211.56640625,185.109375],[211.56640625,184.7659912109375],[211.56640625,184.45330810546875],[211.56640625,184.2567138671875],[211.56640625,184.79046630859375],[211.56640625,184.875],[212.6084747314453,189.71875],[212.43206787109375,189.88677978515625],[212.25511169433594,190.3040771484375],[212.61837768554688,193.605712890625],[213.01763916015625,197.9346923828125],[213.7825469970703,202.2105712890625],[214.5924072265625,206.23681640625],[215.07215881347656,209.9610595703125],[215.48284912109375,213.125244140625],[215.8398895263672,216.299072265625],[216.3846893310547,219.365234375],[216.8204803466797,221.91864013671875],[216.72283935546875,223.7275390625],[216.8939666748047,224.91119384765625],[217.03916931152344,225.58367919921875],[216.80789184570312,225.6846923828125],[216.70692443847656,225.111328125],[217.8441619873047,224.875]]",1,1,0,0,0,0,1,0,1,0,1
37,3512,"[[72,306],[72,301],[68,294],[66,286],[63,276],[60,268],[58,259],[57,250],[57,241],[57,232],[57,224],[57,217],[57,210],[57,204],[57,199],[56,196],[56,193],[55,191],[55,188],[55,186],[55,183],[55,180],[55,177]]",1,0,0,0,1,2,4,0,0,1,0
38,5818,[],1,0,1,0,2,0,0,0,0,0,1
38,1678,"[[48,361],[48,358],[48,355],[47,351],[46,346],[45,339],[44,329],[44,320],[44,310],[43,300],[42,291],[41,281],[40,271],[39,262],[37,254],[36,245],[35,236],[34,227],[33,216],[32,207],[31,197],[31,187],[31,178],[31,166],[33,156],[35,145],[37,136],[39,129],[43,122],[46,115],[50,109],[56,103],[60,99],[67,96],[75,93],[82,91],[90,91],[98,90],[107,90],[115,90],[123,90],[130,90],[137,90],[144,91],[151,91],[158,92],[165,93],[171,93],[176,94],[180,94],[183,94],[186,94],[189,94],[192,92],[195,90],[198,87],[201,84],[203,81],[205,78],[207,75],[208,71],[208,68],[208,65],[208,62],[208,58],[208,55],[208,51],[207,48],[207,44],[206,41],[206,38],[206,37],[206,35],[210,34]]",1,0,1,0,5,0,0,0,0,1,0
38,846,"[[147,320],[141,313],[133,300],[127,286],[123,272],[121,258],[118,245],[117,235],[115,225],[115,218],[114,212],[113,207],[112,203],[111,200]]",1,2,0,0,1,0,0,0,0,1,0
38,687,"[[257.796875,346.28125],[257.09375,345.65625],[256.56640625,344.5625],[256.302734375,343.9375],[254.10546875,332.53125],[254.28125,327.21875],[254.80859375,323.15625],[255.51171875,319.40625],[255.6875,317.375],[255.951171875,309.71875],[256.0390625,303.625],[256.126953125,297.375],[256.56640625,289.71875],[257.62109375,275.8125],[257.26953125,257.84375],[256.21484375,242.53125],[254.896484375,229.25],[254.017578125,219.875],[253.841796875,212.0625],[253.40234375,203.625],[252.611328125,194.40625],[252.171875,187.21875],[252.083984375,180.5],[252.083984375,176.28125],[252.259765625,171.75],[251.99609375,165.65625],[251.64453125,158.9375],[251.556640625,152.375],[251.8203125,146.125],[252.34765625,140.03125],[253.05078125,134.40625],[254.80859375,128.9375],[256.390625,123.15625],[257.09375,116.59375],[257.62109375,109.875],[257.884765625,103.3125],[258.1484375,96.75],[258.32421875,90.1875],[258.587890625,83.3125],[259.466796875,73.78125],[259.642578125,70.65625],[259.90625,64.5625],[259.90625,58.625],[259.90625,53.625],[259.90625,49.09375],[259.90625,45.03125],[259.994140625,40.5],[260.169921875,32.6875],[260.169921875,30.34375],[260.169921875,26.4375],[259.994140625,23.9375],[259.73046875,22.21875],[259.37890625,20.96875],[258.67578125,18.15625],[257.26953125,16.90625],[253.75390625,12.6875],[252.259765625,10.65625],[251.46875,9.40625],[250.94140625,8.9375],[250.326171875,8.625],[249.18359375,8.46875],[247.513671875,8.15625],[245.580078125,7.84375],[243.998046875,7.6875],[242.6796875,7.6875],[241.712890625,7.6875],[240.74609375,7.84375],[239.69140625,8.15625],[238.548828125,8.46875],[237.23046875,8.625],[236,8.78125],[235.033203125,9.09375],[234.154296875,9.25],[233.890625,9.25],[233.36328125,9.5625],[233.36328125,9.40625],[233.01171875,9.40625],[232.8359375,9.40625],[232.66015625,9.40625],[232.30859375,9.5625],[232.923828125,9.40625],[235.12109375,8.9375],[238.8125,13.15625],[238.8125,12.6875],[239.076171875,12.6875],[239.69140625,12.6875],[248.12890625,13.15625],[251.29296875,13.3125],[256.390625,13.15625],[260.08203125,12.375],[261.927734375,11.75]]",1,0,1,0,1,0,0,0,0,0,0
38,1072,"[[252.26153564453125,337.9547119140625],[251.95260620117188,337.5640869140625],[251.77798461914062,336.636474609375],[252.14401245117188,331.8179931640625],[253.64877319335938,314.0748291015625],[255.5146484375,296.13848876953125],[255.531494140625,285.39520263671875],[253.571044921875,275.8427734375],[251.28192138671875,268.0684814453125],[249.60256958007812,260.60009765625],[247.8984375,253.5496826171875],[246.90048217773438,248.75225830078125],[246.008056640625,244.9400634765625],[245.69076538085938,240.239990234375],[245.593017578125,234.455810546875],[245.84375,230.415771484375],[245.46185302734375,226.37158203125],[244.86181640625,222.244873046875],[244.3690185546875,218.8233642578125],[244.22695922851562,215.6805419921875],[244.2073974609375,212.5343017578125],[243.83660888671875,209.4183349609375],[243.36441040039062,206.399658203125],[243.06292724609375,203.79425048828125],[242.86099243164062,201.6446533203125],[242.416015625,199.854248046875],[242.09539794921875,198.5638427734375],[242.064453125,197.542236328125],[242.064453125,197.14599609375],[242.064453125,196.9493408203125],[241.888671875,197.25],[241.888671875,197.88897705078125],[241.888671875,198.56182861328125],[241.888671875,199.188720703125],[241.80078125,200.083740234375],[241.80078125,201.302978515625],[241.8653564453125,202.8240966796875],[241.9765625,204.796875],[241.9119873046875,207.115966796875],[241.64471435546875,210.14581298828125],[240.93695068359375,214.4766845703125],[240.27835083007812,219.6182861328125],[239.732421875,224.91162109375],[239.3746337890625,230.31787109375],[239.00927734375,235.28369140625],[238.66561889648438,239.15484619140625],[238.40438842773438,241.8709716796875],[238.2138671875,243.38189697265625],[238.3291015625,243.96875],[239.1640625,243.5]]",1,0,0,1,1,0,4,0,1,0,1
38,1983,"[[142,305],[142,304],[142,304],[142,304],[142,302],[142,300],[142,298],[142,296],[142,294],[142,293],[142,291],[141,290],[140,288],[139,287],[138,285],[136,283],[135,281],[134,280],[133,279],[132,278],[131,276],[130,275],[129,273],[128,272],[128,270],[127,269],[126,268],[125,266],[123,265],[121,264],[119,263],[116,262],[113,261],[110,261],[107,260],[105,259],[103,259],[102,258],[101,258],[101,257],[100,255],[99,254],[99,253],[98,251],[98,249],[98,247],[98,244],[98,242],[98,241],[98,239],[98,238],[98,236],[98,234],[99,232],[99,230],[100,229],[100,227],[101,226],[101,226],[101,226],[101,225],[101,225]]",1,1,0,1,5,0,4,1,0,0,0
39,5803,"[[236,317],[236,315],[236,312],[236,309],[236,306],[236,302],[236,297],[236,291],[236,279],[236,264],[236,244],[236,228],[237,213],[237,190],[237,184],[236,176],[234,166],[233,159],[233,152],[232,146],[232,141],[232,138],[232,135],[232,131],[232,127],[232,123],[233,119],[233,116],[233,113],[233,111],[233,110],[233,109],[232,109],[231,108],[229,108],[227,107],[225,107],[222,107],[220,106],[217,105],[212,105],[207,104],[199,103],[185,102],[172,102],[162,102],[150,102],[143,102],[135,102],[129,102],[122,103],[116,103],[111,104],[106,104],[101,105],[98,105],[94,105],[90,105],[86,106],[83,106],[81,107],[80,107],[78,107],[76,107],[73,107],[72,107],[71,107],[70,107],[69,107],[68,107],[68,106],[68,105],[68,104],[68,103],[68,102],[68,101],[68,99],[68,98],[68,97],[67,96],[67,95],[67,94],[67,93],[67,92],[67,90],[68,88],[69,87],[70,85],[71,83],[71,80],[72,78],[73,76],[74,71],[75,68],[76,66],[76,65],[77,63],[77,62],[77,61],[77,60],[76,59],[75,58],[74,57],[73,56]]",1,0,0,1,3,0,0,1,0,0,0
39,3250,"[[106,335],[106,321],[106,296],[106,268],[105,238],[104,212],[104,195],[104,184],[104,178]]",1,0,0,0,3,0,0,1,0,0,0
39,3478,"[[152,324],[152,324],[152,323],[152,321],[152,319],[152,317],[152,315],[152,313],[152,310],[152,305],[153,300],[153,295],[155,289],[156,282],[158,276],[159,270],[160,265],[162,258],[164,254],[165,252],[166,250],[166,249],[167,248],[168,248],[170,248],[171,248],[172,248],[173,248],[174,248],[175,248],[176,248],[177,247],[177,247],[178,247],[178,247],[179,247],[179,247],[179,246],[180,246],[180,245],[181,245],[181,245],[182,244],[182,243],[183,242],[183,241],[184,240],[185,239],[185,239],[186,238],[186,238],[186,238],[187,237],[187,237],[187,237],[187,236],[187,236],[187,236],[187,236],[187,236],[187,236],[187,235],[187,235],[187,234],[187,234],[188,234],[188,233],[188,233],[188,233],[188,233],[188,232],[188,232],[188,232],[188,232],[188,231],[188,231],[188,231]]",1,1,0,0,6,0,0,0,1,0,0
39,5026,"[[78.39299774169922,341.09698486328125],[78.89199829101562,341.09698486328125],[79.39099884033203,341.09698486328125],[79.39099884033203,340.59698486328125],[79.39099884033203,340.0980224609375],[78.65499877929688,339.5980224609375],[78.89199829101562,339.04498291015625],[78.89199829101562,338.5980224609375],[78.63800048828125,337.844970703125],[78.14299774169922,337.3499755859375],[78.39299774169922,337.0999755859375],[78.39299774169922,335.85601806640625],[78.39299774169922,335.60101318359375],[78.39299774169922,335.10101318359375],[78.39299774169922,334.60198974609375],[77.89299774169922,334.10198974609375],[77.89299774169922,333.3900146484375],[77.89299774169922,333.10302734375],[77.89299774169922,332.60302734375],[77.89299774169922,332.10400390625],[77.55799865722656,331.60400390625],[77.14399719238281,331.60400390625],[77.39399719238281,330.89801025390625],[77.39399719238281,330.60498046875],[77.39399719238281,329.99200439453125],[77.39399719238281,329.552001953125],[77.39399719238281,328.35699462890625],[77.39399719238281,328.10699462890625],[77.39399719238281,327.39898681640625],[77.39399719238281,326.72900390625],[77.12899780273438,325.843994140625],[76.8949966430664,324.969970703125],[76.8949966430664,323.58697509765625],[76.49400329589844,322.71002197265625],[76.3949966430664,321.54302978515625],[76.3949966430664,320.61297607421875],[76.3949966430664,320.08099365234375],[76.3949966430664,319.197998046875],[76.09700012207031,318.31597900390625],[75.89600372314453,317.43499755859375],[75.89600372314453,316.56201171875],[75.89600372314453,315.36700439453125],[75.89600372314453,315.02099609375],[75.89600372314453,314.04400634765625],[75.89600372314453,313.1610107421875],[75.39700317382812,312.78997802734375],[75.39700317382812,311.89599609375],[75.39700317382812,311.57501220703125],[75.39700317382812,310.69598388671875],[75.39700317382812,310.40899658203125],[74.79199981689453,310.1209716796875],[74.89700317382812,309.37200927734375],[74.89700317382812,308.7550048828125],[74.89700317382812,307.87298583984375],[74.89700317382812,307.56097412109375],[74.89700317382812,306.8740234375],[74.89700317382812,306.2440185546875],[74.89700317382812,305.7440185546875],[74.26300048828125,304.989990234375],[74.39800262451172,304.614990234375],[74.39800262451172,303.7440185546875],[74.39800262451172,303.41900634765625],[74.39800262451172,303.1259765625],[73.89900207519531,302.22900390625],[73.89900207519531,301.91900634765625],[73.89900207519531,301.07000732421875],[73.89900207519531,300.2230224609375],[73.19599914550781,299.42498779296875],[73.39900207519531,299.0980224609375],[73.39900207519531,298.1810302734375],[73.39900207519531,297.7130126953125],[73.39900207519531,297.2760009765625],[73.39900207519531,296.9219970703125],[73.39900207519531,296.16400146484375],[73.39900207519531,295.708984375],[72.67900085449219,295.63201904296875],[72.9000015258789,294.531982421875],[72.9000015258789,293.38397216796875],[72.9000015258789,293.02001953125],[72.9000015258789,292.635009765625],[72.9000015258789,292.135009765625],[72.9000015258789,291.635009765625],[72.9000015258789,291.13201904296875],[72.9000015258789,290.24798583984375],[72.26000213623047,289.4959716796875],[72.4010009765625,289.1259765625],[72.4010009765625,288.38800048828125],[72.4010009765625,287.47998046875],[72.4010009765625,287.1199951171875],[72.4010009765625,285.833984375],[72.4010009765625,284.9630126953125],[72.4010009765625,284.07598876953125],[71.95800018310547,283.198974609375],[71.9020004272461,281.82000732421875],[71.4020004272461,280.219970703125],[70.81700134277344,278.4739990234375],[70.90299987792969,277.6810302734375],[70.55899810791016,275.958984375],[70.40399932861328,274.926025390625],[70.40399932861328,273.4530029296875],[69.9209976196289,272.6669921875],[69.90399932861328,271.7969970703125],[69.90399932861328,270.197998046875],[69.90399932861328,269.9019775390625],[69.90399932861328,269.155029296875],[69.90399932861328,268.2750244140625],[69.90399932861328,267.40399169921875],[69.90399932861328,266.52001953125],[69.90399932861328,265.906005859375],[69.90399932861328,265.4639892578125],[70.16500091552734,264.89501953125],[70.65299987792969,264.406982421875],[70.40399932861328,263.64801025390625],[70.40399932861328,262.7659912109375],[70.40399932861328,262.447021484375],[70.40399932861328,261.948974609375],[70.40399932861328,261.239990234375],[70.40399932861328,260.36297607421875],[69.72599792480469,259.48199462890625],[69.90399932861328,258.60498046875],[69.40499877929688,256.79498291015625],[68.90599822998047,255.343017578125],[68.70700073242188,253.76800537109375],[68.40599822998047,252.031005859375],[68.40599822998047,250.70697021484375],[67.90699768066406,248.99102783203125],[67.69100189208984,247.23797607421875],[67.40799713134766,246.0789794921875],[67.40799713134766,244.22100830078125],[66.90799713134766,242.32000732421875],[66.90799713134766,240.71600341796875],[66.90799713134766,239.5670166015625],[66.40899658203125,237.7020263671875],[66.40899658203125,236.31500244140625],[65.65799713134766,234.176025390625],[65.41100311279297,233.05401611328125],[64.91100311279297,231.15301513671875],[64.91100311279297,229.8900146484375],[64.41200256347656,228.41302490234375],[64.41200256347656,227.53399658203125],[63.878997802734375,226.15301513671875],[63.913002014160156,224.781982421875],[63.628997802734375,223.405029296875],[63.413002014160156,221.8699951171875],[62.875,220.11297607421875],[62.91400146484375,218.8599853515625],[62.415000915527344,217.9000244140625],[62.23500061035156,216.83502197265625],[61.915000915527344,215.6300048828125],[61.41600036621094,214.26300048828125],[60.724998474121094,212.5059814453125],[60.91699981689453,211.6240234375],[60.41699981689453,210.2440185546875],[60.41699981689453,209.36700439453125],[60.41699981689453,208.4949951171875],[59.83300018310547,207.61602783203125],[59.917999267578125,206.739990234375],[59.917999267578125,205.5059814453125],[59.917999267578125,204.49298095703125],[59.30999755859375,203.594970703125],[59.41899871826172,202.7130126953125],[59.052001953125,201.8380126953125],[58.91999816894531,200.96099853515625],[58.91999816894531,200.64398193359375],[58.91999816894531,199.78497314453125],[58.91999816894531,199.5050048828125],[58.91999816894531,198.99798583984375],[58.91999816894531,198.48797607421875],[58.91999816894531,198.2080078125],[58.91999816894531,197.708984375],[58.91999816894531,197.208984375],[58.41999816894531,197.208984375],[58.41999816894531,196.5],[58.41999816894531,196.21002197265625],[58.41999816894531,195.71002197265625],[58.41999816894531,195.21099853515625],[58.41999816894531,194.71099853515625],[57.737998962402344,194.71099853515625]]",1,0,0,1,0,0,6,0,1,0,0
