Match Number,Team Number,Autonomous Path,Auto Cross Line,Auto Switch Cubes,Auto Scale Cubes,Own Switch Cubes Teleop,Scale Cubes Teleop,Opponent Switch Cubes Teleop,Exchange Cubes,Single Climb,Climb + 1 Buddy,Climb + 2 Buddies,Played Defense
21,1072,"[[59,344],[59,339],[59,333],[58,326],[57,317],[56,308],[56,296],[56,287],[56,276],[56,263],[55,255],[54,245],[53,237],[52,230],[51,222],[51,215],[50,209],[50,204],[49,199],[49,195],[49,192],[49,189],[49,187],[49,186],[49,185],[48,184]]",1,0,0,0,3,0,0,0,1,0,1
21,696,"[[142,302],[142,298],[141,293],[136,285],[129,278],[122,271],[117,266],[113,259],[110,253],[107,247],[106,241],[104,234],[103,227],[103,220],[103,214],[103,209],[102,204]]",1,0,0,0,0,0,0,0,1,0,0
21,3647,"[[177.03500366210938,434.64501953125],[213.46499633789062,361.5369873046875],[220.67799377441406,384.842041015625],[69.64399719238281,361.53497314453125],[69.89299774169922,361.03497314453125],[69.89299774169922,360.5360107421875],[69.89299774169922,360.0360107421875],[69.89299774169922,359.2860107421875],[70.37000274658203,358.55999755859375],[70.39299774169922,357.66497802734375],[70.39299774169922,356.7760009765625],[70.39299774169922,355.83197021484375],[70.89199829101562,354.37298583984375],[70.89199829101562,353.5570068359375],[70.89199829101562,352.65997314453125],[70.89199829101562,351.26702880859375],[70.89199829101562,349.7230224609375],[70.89199829101562,347.9219970703125],[70.89199829101562,346.6300048828125],[70.89199829101562,344.864990234375],[71.39099884033203,343.29998779296875],[71.39099884033203,341.7490234375],[71.93800354003906,341.00299072265625],[71.39099884033203,340.10198974609375],[71.88999938964844,338.708984375],[71.88999938964844,337.81597900390625],[71.88999938964844,336.91900634765625],[71.88999938964844,336.01800537109375],[72.31900024414062,335.1259765625],[72.38999938964844,334.3060302734375],[72.38999938964844,333.94097900390625],[72.38999938964844,333.49298095703125],[72.38999938964844,332.8070068359375],[72.78800201416016,332.15899658203125],[72.88899993896484,331.3079833984375],[72.88899993896484,330.96197509765625],[72.88899993896484,330.52197265625],[72.88899993896484,329.6240234375],[72.88899993896484,329.17901611328125],[72.22699737548828,328.39801025390625],[72.38999938964844,328.01397705078125],[72.38999938964844,327.06597900390625],[72.38999938964844,326.61297607421875],[72.38999938964844,325.81298828125],[72.38999938964844,325.4630126953125],[71.88999938964844,324.47998046875],[71.39099884033203,323.5830078125],[70.95500183105469,322.69097900390625],[70.89199829101562,321.7979736328125],[70.89199829101562,320.88201904296875],[70.89199829101562,320.00299072265625],[70.39299774169922,319.09698486328125],[70.39299774169922,317.84197998046875],[70.39299774169922,316.5460205078125],[70.39299774169922,315.4229736328125],[70.39299774169922,314.02801513671875],[70.83899688720703,313.125],[70.89199829101562,311.72100830078125],[70.64399719238281,310.33001708984375],[70.39299774169922,308.94097900390625],[70.89199829101562,307.52398681640625],[70.39299774169922,306.17901611328125],[70.39299774169922,304.760009765625],[70.39299774169922,303.1820068359375],[69.89299774169922,301.802001953125],[70.39299774169922,301.0579833984375],[70.39299774169922,299.708984375],[70.39299774169922,298.7509765625],[70.39299774169922,297.86297607421875],[69.7750015258789,295.8489990234375],[70.40799713134766,294.55499267578125],[70.39299774169922,293.17901611328125],[70.697998046875,291.47802734375],[70.89199829101562,289.6710205078125],[71.49099731445312,288.49102783203125],[71.39099884033203,287.09100341796875],[71.77999877929688,285.7039794921875],[71.68299865722656,284.302978515625],[71.19400024414062,283.39898681640625],[71.39099884033203,282.00201416015625],[71.39099884033203,280.655029296875],[71.39099884033203,279.36199951171875],[71.39099884033203,278.7230224609375],[72.02799987792969,277.32501220703125],[71.88999938964844,276.57000732421875],[71.41400146484375,275.14898681640625],[70.89199829101562,273.36199951171875],[70.6240005493164,272.0679931640625],[70.39299774169922,270.94000244140625],[70.39299774169922,269.4849853515625],[70.39299774169922,268.20501708984375],[70.39299774169922,266.4019775390625],[70.39299774169922,264.86199951171875],[70.39299774169922,263.30999755859375],[70.93900299072266,262.06597900390625],[70.89199829101562,260.22601318359375],[70.89199829101562,259.27099609375],[70.89199829101562,257.6400146484375],[70.24500274658203,255.822021484375],[70.39299774169922,254.58197021484375],[70.79000091552734,253.323974609375],[70.89199829101562,252.32098388671875],[70.89199829101562,251.44500732421875],[70.89199829101562,250.541015625],[70.89199829101562,249.6259765625],[71.27300262451172,248.74102783203125],[71.20899963378906,248.12298583984375],[71.39099884033203,247.406005859375],[71.39099884033203,246.50897216796875],[71.39099884033203,246.11798095703125],[71.39099884033203,245.22998046875],[70.69499969482422,244.42901611328125],[70.89199829101562,244.0789794921875],[70.89199829101562,243.2550048828125],[70.89199829101562,242.37799072265625],[70.89199829101562,242.12799072265625],[70.89199829101562,241.41302490234375],[70.39299774169922,240.74700927734375],[70.39299774169922,240.41400146484375],[70.39299774169922,239.70501708984375],[70.39299774169922,239.4169921875],[70.39299774169922,239.1300048828125],[70.39299774169922,238.6309814453125],[70.39299774169922,238.06402587890625],[70.39299774169922,237.614990234375],[70.39299774169922,237.13201904296875],[70.39299774169922,236.63201904296875],[70.39299774169922,236.13299560546875],[70.39299774169922,235.63299560546875],[70.39299774169922,235.13299560546875],[70.39299774169922,234.63397216796875],[70.39299774169922,234.13397216796875],[70.39299774169922,233.635009765625],[70.39299774169922,233.135009765625],[70.39299774169922,232.635009765625],[70.39299774169922,232.135986328125],[70.89199829101562,231.635986328125],[70.89199829101562,231.13702392578125],[70.89199829101562,230.63702392578125],[70.89199829101562,230.13702392578125],[70.89199829101562,229.63800048828125],[70.89199829101562,229.13800048828125],[70.89199829101562,228.63897705078125],[70.89199829101562,228.13897705078125],[71.64099884033203,228.13897705078125],[71.39099884033203,227.63897705078125],[71.39099884033203,226.9210205078125],[71.39099884033203,226.44097900390625],[71.39099884033203,225.98602294921875],[71.39099884033203,225.4219970703125],[71.39099884033203,224.8909912109375],[71.39099884033203,224.427001953125],[71.39099884033203,223.739013671875],[71.39099884033203,223.24200439453125],[70.69000244140625,222.44097900390625],[71.39099884033203,222.0419921875],[70.89199829101562,220.7559814453125],[70.39299774169922,219.86199951171875],[69.71700286865234,218.969970703125],[69.32499694824219,218.0780029296875],[68.88600158691406,216.6400146484375],[68.3949966430664,215.25],[67.89600372314453,213.85302734375],[67.39700317382812,212.25201416015625],[67.39700317382812,211.0579833984375],[66.91000366210938,209.67901611328125],[66.89700317382812,208.76898193359375],[66.89700317382812,207.59698486328125],[66.89700317382812,206.47998046875],[66.89700317382812,205.59698486328125],[66.39800262451172,204.69097900390625],[66.03099822998047,203.78997802734375],[65.89900207519531,202.8909912109375],[65.89900207519531,202],[65.38200378417969,201.14202880859375],[65.39900207519531,199.81597900390625],[64.9000015258789,198.344970703125],[64.9000015258789,196.947021484375],[64.25499725341797,195.37298583984375],[63.84600067138672,193.55499267578125],[63.447998046875,192.25799560546875],[62.555999755859375,190.82098388671875],[62.167999267578125,189.4329833984375],[61.266998291015625,188.531005859375],[60.874000549316406,187.63897705078125],[60.474998474121094,186.739990234375],[60.077003479003906,186.1719970703125],[59.68699645996094,185.4520263671875],[59.407997131347656,184.55401611328125],[57.87300109863281,183.656005859375],[57.08799743652344,182.76300048828125],[55.779998779296875,181.3590087890625],[54.7030029296875,180.4639892578125],[53.80699920654297,179.5679931640625],[52.91400146484375,179.17401123046875],[52.01899719238281,178.77801513671875],[51.51799774169922,178.27801513671875],[50.727996826171875,178.177978515625],[50.375,178.177978515625],[49.670997619628906,177.42901611328125],[48.55000305175781,177.677978515625],[47.647003173828125,177.677978515625],[46.74400329589844,176.99798583984375],[44.77799987792969,177.17901611328125],[43.48400115966797,177.17901611328125],[41.68800354003906,176.67901611328125],[40.16699981689453,176.67901611328125],[38.597999572753906,176.67901611328125],[36.80400085449219,176.11199951171875],[35.51100158691406,176.17999267578125],[34.20800018310547,176.17999267578125],[33.178001403808594,176.17999267578125],[32.282997131347656,176.17999267578125],[31.38800048828125,176.17999267578125],[29.532001495361328,176.17999267578125],[27.743000030517578,176.67901611328125],[25.959999084472656,177.17901611328125],[24.16899871826172,177.17901611328125],[22.909000396728516,177.72698974609375],[21.57699966430664,178.1199951171875],[19.963001251220703,178.927001953125],[19.726001739501953,178.677978515625],[18.827999114990234,179.31402587890625],[17.927001953125,179.177001953125],[17.02899932861328,179.614990234375],[16.136001586914062,179.677001953125],[15.602001190185547,179.677001953125],[15.469001770019531,180.29998779296875],[14.720001220703125,180.176025390625],[14.067001342773438,180.176025390625],[13.757999420166016,180.176025390625],[13.971000671386719,180.89398193359375],[13.257999420166016,180.676025390625],[12.972000122070312,180.676025390625],[12.972000122070312,181.176025390625],[12.472999572753906,181.176025390625],[11.9739990234375,181.176025390625],[11.4739990234375,181.176025390625]]",1,0,0,5,0,0,3,0,1,0,0
21,4388,"[[231,325],[231,319],[231,315],[231,312],[231,308],[231,307],[231,306],[231,310],[232,316],[232,322],[233,326],[233,329],[233,330],[233,331],[233,332],[238,305],[238,301],[238,299],[238,296],[238,295],[238,292],[238,288],[238,285],[238,283],[238,281],[239,280],[239,279],[239,278],[239,277],[239,276],[239,275],[239,274],[239,273],[239,272],[239,271],[239,270],[239,269],[239,268],[239,267],[239,266],[239,265],[239,264],[239,263],[239,262],[239,261],[239,260],[239,259],[239,258],[239,257],[239,256],[239,255],[239,254],[239,253],[239,252],[239,251],[239,250],[239,249],[239,247],[239,246],[239,245],[239,243],[239,242],[239,241],[239,240],[239,239],[239,238],[239,237],[239,236],[239,235],[239,234],[239,233],[239,231],[239,230],[239,227],[239,224],[239,222],[239,219],[239,217],[239,215],[239,212],[239,209],[239,206],[239,204],[240,201],[240,198],[240,196],[240,194],[240,193],[240,192],[240,191],[240,190],[240,189],[240,188],[240,187],[240,186],[240,185],[240,184],[240,183],[240,182],[240,181],[239,181],[239,180],[239,179],[239,178],[238,178],[238,177],[237,177],[236,177],[236,176],[236,175]]",1,0,0,2,0,0,5,0,0,0,0
22,3512,"[[251.908203125,335.9375],[251.556640625,335.625],[251.556640625,335.15625],[251.46875,334.53125],[251.46875,334.0625],[251.64453125,329.84375],[251.8203125,322.96875],[251.99609375,316.71875],[252.083984375,310.78125],[251.8203125,305.3125],[251.732421875,297.96875],[251.46875,293.125],[250.765625,288.59375],[249.88671875,283.90625],[249.18359375,279.6875],[248.65625,276.09375],[247.953125,272.5],[247.42578125,268.59375],[247.25,264.84375],[247.25,261.25],[246.8984375,258.125],[246.546875,255],[246.546875,252.1875],[246.634765625,249.53125],[246.37109375,246.875],[245.931640625,244.0625],[245.84375,241.40625],[245.84375,238.75],[245.84375,235.9375],[245.84375,233.125],[245.84375,230.3125],[245.84375,227.8125],[245.931640625,225.3125],[246.107421875,222.96875],[246.1953125,220.625],[246.37109375,218.4375],[246.458984375,215.9375],[246.634765625,213.125],[246.8984375,210],[247.337890625,206.71875],[247.865234375,202.96875],[248.392578125,199.53125],[248.919921875,196.09375],[249.447265625,192.96875],[250.0625,189.53125],[250.58984375,185.9375],[251.1171875,182.34375],[251.46875,179.0625],[251.8203125,175.9375],[252.171875,172.8125],[252.34765625,169.53125],[252.435546875,166.25],[252.611328125,162.65625],[252.69921875,158.90625],[252.69921875,155.46875],[252.875,152.1875],[253.05078125,148.4375],[253.138671875,147.1875],[253.40234375,144.53125],[253.75390625,141.5625],[254.10546875,138.28125],[254.720703125,134.53125],[255.51171875,130.78125],[256.390625,126.5625],[257.26953125,122.1875],[257.884765625,118.28125],[258.5,114.84375],[258.763671875,111.71875],[259.291015625,106.09375],[259.466796875,103.90625],[259.90625,99.0625],[260.08203125,94.84375],[260.169921875,91.5625],[260.169921875,88.75],[260.2578125,85.46875],[260.43359375,81.71875],[260.78515625,77.8125],[261.3125,72.5],[261.400390625,70.9375],[261.927734375,66.71875],[262.279296875,64.0625],[262.71875,60.625],[263.333984375,56.5625],[264.125,52.96875],[264.65234375,50],[265.1796875,47.65625],[265.53125,45.3125],[265.8828125,42.96875],[266.146484375,40.46875],[266.498046875,37.34375],[266.76171875,34.375],[267.025390625,32.03125],[267.025390625,30.78125],[267.025390625,29.84375],[267.025390625,28.75],[267.025390625,27.65625],[266.9375,26.25],[266.9375,25],[266.9375,24.0625],[266.9375,23.125],[266.9375,22.5],[266.9375,21.875],[266.9375,21.25],[266.9375,20.9375],[266.9375,20.46875],[266.9375,19.84375],[266.9375,19.0625],[266.9375,18.28125],[266.9375,17.34375],[266.9375,16.40625],[266.9375,15.46875],[266.9375,14.53125],[266.9375,13.59375],[267.025390625,12.65625],[267.11328125,11.71875],[267.2890625,10.78125],[267.46484375,10],[267.552734375,9.375],[267.640625,8.90625],[267.640625,8.59375],[267.640625,8.4375],[267.640625,8.125],[267.376953125,8.125],[267.025390625,8.125],[266.234375,8.125],[265.091796875,8.125],[263.59765625,8.125],[261.576171875,8.28125],[258.67578125,8.59375],[254.80859375,8.90625],[250.0625,9.53125],[244.701171875,10.15625],[239.1640625,10.78125],[233.71484375,11.40625],[228.96875,11.875],[223.607421875,12.34375],[222.46484375,12.34375],[220.619140625,12.34375],[218.94921875,12.1875],[217.806640625,9.53125],[217.71875,6.5625]]",1,0,1,3,0,0,3,0,1,0,0
22,846,"[[132,80],[132,84],[132,88],[132,93],[132,98],[132,100],[132,102],[132,103],[138,104],[149,105],[158,105],[165,105],[173,105],[179,106],[183,108],[185,111],[186,113],[187,114],[188,117],[189,119],[190,122],[190,125],[190,126],[190,127],[190,128]]",0,2,0,0,4,0,0,0,1,0,0
22,1678,"[[75,348],[74,342],[71,333],[69,325],[66,317],[63,311],[61,303],[59,294],[57,285],[55,276],[53,268],[51,259],[50,253],[48,243],[47,234],[46,224],[44,214],[44,206],[43,199],[43,191],[43,183],[43,175],[43,168],[43,160],[43,153],[44,147],[47,139],[50,132],[53,127],[56,122],[59,119],[61,117],[64,115],[68,114],[74,112],[80,109],[87,107],[95,106],[104,105],[111,104],[120,104],[127,103],[135,103],[142,103],[149,103],[155,103],[162,103],[170,103],[177,104],[185,104],[192,105],[199,105],[204,105],[208,105],[212,105],[214,105],[216,105],[217,102],[218,99],[218,96],[219,91],[220,86],[221,79],[222,73],[222,66],[222,60],[222,52],[222,44],[222,36],[221,30],[219,24],[219,20],[218,18],[218,16],[218,15],[218,13]]",1,0,1,0,3,4,0,0,0,1,0
22,3478,"[[123,313],[117,313],[111,312],[106,308],[102,305],[98,302],[94,299],[89,295],[85,291],[80,286],[77,280],[73,275],[70,270],[67,265],[64,260],[62,254],[60,248],[60,242],[60,236],[60,231],[60,226],[61,222],[62,219],[63,216],[64,213],[64,210],[64,207],[64,202],[64,199],[63,197],[62,194],[62,192],[62,191],[62,190],[62,188],[62,187],[62,185],[63,183],[64,181],[64,180],[64,179],[63,178]]",1,0,0,0,0,4,7,0,1,0,0
22,115,"[[214.5500030517578,407.6510009765625],[216.65899658203125,444.741943359375],[221.2310028076172,481.6240234375],[228.24099731445312,515.4169921875],[233.718994140625,542.916015625],[236.77899169921875,563.739990234375],[238.62100219726562,573.4189453125],[236.62399291992188,339.1190185546875],[237.12298583984375,338.6199951171875],[236.86801147460938,337.364990234375],[236.62399291992188,335.90399169921875],[236.62399291992188,334.66400146484375],[236.62399291992188,333.01800537109375],[236.62399291992188,331.2860107421875],[237.12298583984375,328.5999755859375],[237.12298583984375,326.572021484375],[237.32699584960938,323.81597900390625],[237.05999755859375,320.38201904296875],[237.12298583984375,317.43902587890625],[237.12298583984375,314.31500244140625],[237.12298583984375,310.5269775390625],[237.12298583984375,307.260009765625],[237.12298583984375,304.052001953125],[237.78900146484375,301.14898681640625],[237.62298583984375,298.114990234375],[237.99099731445312,295.17999267578125],[238.12200927734375,293.22198486328125],[238.12200927734375,290.44500732421875],[238.12200927734375,288.7919921875],[238.40301513671875,287.09698486328125],[238.62100219726562,285.39801025390625],[238.62100219726562,284.17901611328125],[238.4580078125,282.8270263671875],[238.62100219726562,281.9739990234375],[238.62100219726562,280.5770263671875],[238.62100219726562,279.77398681640625],[238.62100219726562,278.6820068359375],[238.62100219726562,277.572021484375],[238.62100219726562,276.72698974609375],[238.62100219726562,275.3800048828125],[238.62100219726562,274.531982421875],[238.12200927734375,273.17999267578125],[238.12200927734375,272.0009765625],[238.12200927734375,270.989013671875],[238.12200927734375,269.64202880859375],[238.12200927734375,268.38800048828125],[238.62100219726562,267.4320068359375],[238.62100219726562,266.58197021484375],[238.62100219726562,265.22601318359375],[238.62100219726562,264.3800048828125],[238.62100219726562,263.52001953125],[238.62100219726562,262.6719970703125],[238.62100219726562,261.8270263671875],[238.62100219726562,260.97900390625],[238.56100463867188,260.1209716796875],[238.62100219726562,258.7760009765625],[238.62100219726562,257.655029296875],[238.62100219726562,256.57000732421875],[238.62100219726562,255.70697021484375],[238.29998779296875,254.364013671875],[238.12200927734375,252.8809814453125],[238.12200927734375,252.16497802734375],[238.62100219726562,250.8189697265625],[238.62100219726562,249.9739990234375],[238.62100219726562,249.12298583984375],[238.62100219726562,247.77398681640625],[238.62100219726562,246.9210205078125],[238.62100219726562,246.0789794921875],[238.62100219726562,244.74102783203125],[238.62100219726562,243.3809814453125],[238.62100219726562,241.8709716796875],[239.15499877929688,240.62701416015625],[239.12100219726562,239.4530029296875],[239.12100219726562,238.46697998046875],[239.12100219726562,237.12701416015625],[239.12100219726562,236.2659912109375],[239.12100219726562,234.91802978515625],[239.74798583984375,234.072998046875],[239.6199951171875,232.719970703125],[239.6199951171875,231.864990234375],[239.6199951171875,231.00799560546875],[239.6199951171875,230.4539794921875],[239.6199951171875,229.8079833984375],[239.6199951171875,229.45501708984375],[239.6199951171875,228.593017578125],[239.6199951171875,227.95599365234375],[240.11898803710938,227.406005859375],[240.11898803710938,226.95697021484375],[240.11898803710938,226.197998046875],[240.11898803710938,225.02398681640625],[240.11898803710938,224.68902587890625],[240.11898803710938,223.958984375],[240.11898803710938,223.71002197265625],[240.11898803710938,223.00799560546875],[240.11898803710938,222.55999755859375],[240.11898803710938,222.1259765625],[240.61898803710938,222.21099853515625],[239.8699951171875,221.46099853515625],[240.11898803710938,221.10302734375],[240.11898803710938,220.67901611328125],[240.11898803710938,219.83197021484375],[240.11898803710938,219.510009765625],[240.5260009765625,219.2130126953125],[240.61898803710938,218.54400634765625],[240.61898803710938,218.2139892578125],[240.61898803710938,217.7139892578125],[240.61898803710938,217.21502685546875],[240.61898803710938,216.71502685546875],[240.61898803710938,216.21502685546875],[241.18600463867188,215.71600341796875],[241.11801147460938,215.00799560546875],[241.11801147460938,214.71697998046875],[241.06900024414062,214.71697998046875],[241.36801147460938,214.71697998046875],[241.11801147460938,214.21697998046875],[241.11801147460938,213.71697998046875],[241.11801147460938,213.218017578125],[241.11801147460938,212.718017578125],[241.61700439453125,211.708984375],[241.61700439453125,210.8489990234375],[241.61700439453125,210.00799560546875],[241.61700439453125,209.14202880859375],[241.61700439453125,207.9320068359375],[241.61700439453125,207.08001708984375],[241.61700439453125,206.23297119140625],[241.61700439453125,205.802001953125],[240.93399047851562,205.03997802734375],[241.6400146484375,204.70098876953125],[240.86801147460938,203.9749755859375],[241.11801147460938,203.5989990234375],[241.11801147460938,203.17401123046875],[241.11801147460938,202.33197021484375],[241.11801147460938,201.583984375],[241.11801147460938,200.8070068359375],[241.11801147460938,200.5250244140625],[241.11801147460938,200.02301025390625],[241.11801147460938,199.53399658203125],[241.11801147460938,199.22900390625],[241.11801147460938,198.52801513671875],[241.11801147460938,198.07501220703125],[241.11801147460938,197.65301513671875],[241.11801147460938,197.22998046875],[241.11801147460938,196.62701416015625],[241.11801147460938,196.23101806640625],[241.11801147460938,195.594970703125],[241.11801147460938,195.1810302734375],[240.61898803710938,194.73199462890625],[240.61898803710938,194.23297119140625],[240.61898803710938,193.73297119140625],[240.61898803710938,193.031982421875],[240.61898803710938,192.7340087890625],[240.61898803710938,192.2340087890625],[240.61898803710938,191.7349853515625],[240.61898803710938,191.2349853515625],[240.61898803710938,190.7349853515625],[240.61898803710938,190.23602294921875],[240.61898803710938,189.73602294921875],[240.61898803710938,189.0369873046875],[240.61898803710938,188.73699951171875],[241.32101440429688,188.03399658203125],[241.11801147460938,187.594970703125],[241.11801147460938,187.23797607421875],[241.11801147460938,186.739013671875],[241.11801147460938,186.239013671875],[240.61898803710938,186.239013671875],[240.61898803710938,185.739013671875],[240.61898803710938,185.239990234375],[241.11801147460938,184.81201171875],[240.36898803710938,184.739990234375],[240.61898803710938,184.239990234375],[240.61898803710938,183.74102783203125],[240.85400390625,183.24102783203125],[241.36801147460938,183.24102783203125],[241.11801147460938,182.74200439453125],[241.45599365234375,182.24200439453125],[241.61700439453125,181.5419921875],[241.61700439453125,181.24298095703125],[242.23300170898438,180.62701416015625],[242.11700439453125,180.18902587890625],[242.51300048828125,179.34698486328125],[242.61599731445312,178.59002685546875],[242.61599731445312,177.75799560546875],[242.61599731445312,177.31500244140625],[243.29400634765625,176.5670166015625],[243.114990234375,175.99700927734375],[243.114990234375,175.552001953125],[243.73300170898438,175.1290283203125],[243.614013671875,174.74798583984375],[243.614013671875,174.24798583984375],[243.614013671875,173.7490234375],[243.614013671875,173.2490234375],[243.114990234375,173.2490234375],[246.44000244140625,173.30401611328125]]",1,0,0,0,0,0,1,0,0,0,1
22,968,"[[155,324],[155,320],[155,314],[155,310],[155,306],[155,302],[155,300],[155,298],[155,297],[155,295],[155,294],[155,293],[154,293],[154,292],[154,291],[154,290],[153,289],[153,287],[152,285],[151,284],[150,283],[149,281],[148,280],[147,279],[145,277],[143,275],[140,273],[137,271],[134,269],[133,268],[132,267],[131,267],[130,267],[129,267],[128,266],[127,266],[125,265],[123,263],[121,262],[119,261],[118,261],[117,259],[117,258],[116,257],[115,256],[115,255],[114,253],[113,252],[112,249],[112,247],[110,244],[109,240],[108,236],[107,232],[107,228],[107,225],[107,223],[107,221],[107,220],[107,219],[106,219],[105,219],[104,219],[103,220],[101,221],[100,224],[99,227],[97,233],[97,239],[97,247],[97,253],[98,259],[100,264],[102,268],[104,270],[105,270],[105,271],[106,271],[108,271],[114,267],[122,261],[132,254],[137,250],[139,248],[141,246],[142,244],[139,244],[135,246],[131,248],[126,250],[122,251],[118,252],[114,252],[111,252],[106,248],[100,241],[97,235],[96,227],[96,221],[96,216],[96,213],[96,212],[97,212]]",1,1,0,1,3,0,0,0,0,0,0
23,4159,"[[55,345],[55,341],[55,335],[55,328],[55,321],[55,313],[55,304],[55,294],[55,284],[55,277],[55,271],[55,266],[54,260],[54,254],[54,247],[53,242],[53,237],[53,233],[52,229],[52,226],[51,224],[51,223],[50,222],[49,222],[49,221],[51,248],[52,242],[54,236],[54,228],[54,222],[54,216],[54,210],[54,204],[52,199],[51,195],[51,191],[51,187],[55,177]]",1,0,0,0,0,4,0,0,1,0,0
