Team Number,Match Number,Starting Position,Hab Line 1/0,Auto # H Ship Side,Auto # H Ship Front,Auto # C Ship Side,Auto C Rkt Lvl,Auto H Rkt Lvl,Auto H Rkt Lvl [2],Auto # C Dropped,Auto # H Dropped,Tele H Ship,Tele C Ship,Tele Rocket H L1,Tele Rocket H L2,Tele Rocket H L3,Tele Rocket C L1,Tele Rocket C L2,Tele Rocket C L3,Tele Dropped C,Tele Dropped H,Def pl amt,Def pl quality,Def rec amt,Who Played D,Fouls? 0/1,Dead 0-3,Highest success,Highest attempt,Was assisted? 1/0
4381,73,M,1,0,1,0,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0
1676,74,R2,1,0,0,0,0,0,3,0,0,0,0,2,2,1,2,2,2,1,0,0,0,0,0,0,0,2,2,0
7885,74,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,1,1,0
1317,74,R1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,7885,0,0,1,2,0
7462,74,R2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,0,0
3555,74,L2,1,0,1,0,0,0,0,0,0,1,3,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0
245,74,L2,1,0,0,0,0,0,0,0,0,2,6,0,1,0,0,0,0,0,0,0,0,2,7885,0,0,3,3,0
771,75,R2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
3542,75,L1,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,1,1,0,0,3,771,0,0,2,2,0
1024,75,L2,1,0,1,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,0,2,771,0,0,1,1,0
5943,75,L2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0
2500,75,M,0,0,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0
88,75,R2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,2,2,2,1,0,0,0,0,0,0,0,3,3,0
1690,76,R2,1,0,1,0,0,0,0,0,0,0,2,2,2,2,0,2,0,1,0,0,0,0,0,0,0,1,1,0
4143,76,L2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0
225,76,L2,1,0,0,0,0,0,0,0,1,0,4,2,2,2,0,0,2,2,0,0,0,2,4143,0,0,0,1,0
5348,76,R2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,1,1058,0,0,1,1,0
1058,76,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,3,0
16,76,L1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,2,0,1,2,0,0,0,0,0,0,3,3,0
3926,77,R2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
5501,77,M,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
2502,77,L2,1,0,0,0,0,0,0,0,0,1,4,2,0,0,1,0,0,1,0,0,0,1,353,0,0,3,3,0
3667,77,R2,1,0,1,0,0,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
353,77,L2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,2,2,0,0,1,0,1,2,0
449,77,M,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
836,78,M,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,3,3624,0,0,3,3,0
7719,78,R1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,0,2,2,0
3624,78,R2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
5811,78,M,1,0,0,0,0,0,0,0,1,0,4,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0
125,78,L2,1,0,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
1781,78,R2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0
772,79,M,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,3,0
191,79,R2,1,0,0,0,0,0,0,0,1,0,3,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0
4481,79,L2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,3,0,0,0,0,3,3,0
2791,79,M,1,0,1,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,3,250,0,0,1,2,0
503,79,L1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,1,1,0
250,79,L2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
868,80,L2,1,0,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,1,2,0,0,1,2830,0,0,1,1,0
5567,80,M,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,3,3,0
2265,80,R2,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2830,80,R2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,2,0,0,0,0,2,2,0
3604,80,R2,1,0,0,1,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,2,5567,0,0,1,1,0
175,80,M,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,1,0,0,2,5567,0,0,2,2,0
190,81,R2,1,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7885,0,0,1,3,0
7885,81,M,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0
16,81,R1,1,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0
7673,81,L2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
88,81,L2,1,0,0,0,0,1,0,0,0,1,2,1,0,0,2,0,0,1,1,0,0,0,0,0,0,3,3,0
6806,81,R2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,7673,0,0,2,2,0
217,82,L2,1,0,0,0,0,2,0,0,0,0,1,2,1,2,1,0,1,0,0,0,0,1,6401,0,0,2,2,0
5084,82,R2,1,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,2,0
6401,82,R2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
3542,82,M,1,0,1,0,0,0,0,0,0,0,0,2,0,0,3,1,1,1,0,0,0,2,6481,0,0,2,2,0
3707,82,M,1,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,2,0
225,82,L2,1,0,0,0,0,1,0,0,0,0,4,1,0,2,2,0,2,0,0,0,0,1,0,0,0,3,3,0
7462,83,M,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0
836,83,R2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0
51,83,M,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,2,7462,0,0,3,3,0
3618,83,R2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,2,1,0,0,0,0,2,2,0
1024,83,L2,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,7462,0,0,1,1,0
1690,83,L2,1,0,0,0,0,2,0,0,0,0,4,1,1,1,0,2,0,0,0,0,0,0,0,0,0,3,3,0
250,84,L2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0
772,84,M,1,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0
1792,84,M,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
4381,84,R1,1,1,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0
3926,84,R2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,250,0,0,1,1,0
7719,84,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2771,85,L1,1,0,0,0,0,1,0,0,0,0,0,1,2,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0
1317,85,R2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
2771,85,M,1,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0
125,85,R1,1,0,0,0,0,1,0,0,1,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0
103,85,M,1,0,0,0,0,1,0,0,0,0,0,0,1,0,2,1,0,2,1,0,0,2,1218,0,0,1,1,0
1058,85,R2,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1218,0,0,3,3,0
3667,86,R2,1,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
771,86,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,0
3555,86,R2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0
4143,86,L2,1,0,0,0,0,1,0,0,0,0,4,0,2,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0
1781,86,L2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
2791,86,M,1,0,0,0,0,0,0,0,1,0,1,0,4,1,0,2,0,0,0,0,0,2,771,0,0,2,2,0
2502,87,L2,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
3381,87,M,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0
236,87,R2,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,0,2,1,0,0,0,0,0,0,0,2,2,0
503,87,L2,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,1,0,0,1,3381,0,0,1,1,0
2337,87,R2,1,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,3,0
5951,87,L2,1,0,0,0,0,1,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,0
3604,88,R2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,0
7651,88,R2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
4481,88,M,1,0,1,0,0,0,0,0,0,1,0,3,2,2,0,0,0,0,1,0,0,0,0,0,0,3,3,0
3624,88,M,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,0
5943,88,L2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,353,0,0,1,2,0
2500,89,R2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
4253,89,L1,1,0,0,1,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0
3044,89,L2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,1,2500,0,0,2,2,0
5811,89,M,1,0,1,0,0,0,0,0,0,2,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1676,89,R2,1,0,0,0,0,1,0,0,0,2,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,2,2,0
3146,89,L2,1,0,1,0,0,0,0,0,0,0,0,2,2,1,2,2,0,0,0,0,0,0,0,0,0,3,3,0
1918,90,R2,0,0,0,0,0,1,0,0,0,0,3,1,2,1,2,0,0,2,0,0,0,0,0,0,0,1,1,0
245,90,M,0,0,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,0,0,0,1,449,0,0,1,2,0
5348,90,L2,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0
1918,90,L2,1,0,0,0,0,1,0,0,0,2,1,1,1,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0
365,90,L2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,2,0
868,90,L2,1,0,0,0,0,0,0,0,0,1,0,2,1,0,1,0,0,1,1,0,0,0,0,0,0,3,3,0
449,90,M,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,0
1923,91,R1,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,1,0,0,3,5501,0,2,1,2,0
191,91,L2,1,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0
5501,91,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,3,0
2771,91,L1,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
7480,91,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
225,91,R2,1,0,0,0,0,1,0,0,0,1,4,1,0,0,1,0,0,0,2,0,0,3,7480,0,0,1,1,0
1218,92,L2,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,1,0,2,2,0,0,0,0,2,2,0
5951,92,R2,1,1,0,0,0,0,0,0,0,1,5,0,0,0,3,1,0,1,0,0,0,0,0,0,0,2,2,0
3926,92,R1,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0
51,92,L2,1,0,0,0,0,0,0,0,1,0,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,0
16,92,L1,0,0,0,0,0,2,0,0,0,0,0,2,1,2,1,2,2,0,0,0,0,0,0,0,0,1,3,0
3926,92,M,1,0,0,0,0,1,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0
250,93,L2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
88,93,R2,1,0,0,0,0,0,1,0,0,0,3,1,0,0,2,1,0,1,0,0,0,2,7681,0,0,3,3,0
7651,93,R2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,1,0
3707,93,M,1,0,1,0,0,0,0,0,0,1,1,2,3,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0
103,93,L1,0,1,0,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0
1317,94,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0
353,94,L2,1,1,0,1,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
5084,94,M,1,0,1,0,0,0,0,0,0,1,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0
3542,94,M,0,0,1,0,0,0,0,0,0,0,0,2,2,0,1,1,0,2,0,0,0,0,0,0,0,3,3,0
3618,94,R2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
4253,94,R2,1,0,0,1,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,0,0,2,353,0,0,1,0,0
2791,95,R2,1,0,0,0,0,0,0,0,1,2,1,0,2,2,0,1,1,0,0,0,0,3,2830,0,0,2,2,0
2830,95,L2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
3604,95,L2,1,0,0,1,0,0,0,0,0,1,3,0,0,0,2,2,2,0,0,0,0,0,0,0,0,1,2,0
236,95,R2,1,1,0,0,0,0,0,0,0,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0
1058,95,M,1,0,0,0,0,1,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,3,3,0
5811,95,M,1,0,1,0,0,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0
449,96,M,1,0,1,0,0,0,0,0,0,0,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0,0,3,0
3381,96,R1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
6401,96,L2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
3624,96,R2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,2,0
190,96,R2,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,5,0,0,2,3624,0,0,3,3,0
4143,96,L2,1,0,0,0,0,1,0,0,2,0,2,0,0,0,2,0,0,1,1,0,0,2,3624,0,0,1,2,0
191,97,L2,1,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0
3044,97,R2,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,2,7885,0,0,2,2,0
7885,97,M,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
2502,97,M,1,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,1,7885,0,0,3,3,0
7719,97,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,0
2500,98,L1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
3667,98,R2,1,1,0,0,0,0,0,0,0,1,3,1,0,0,2,0,0,1,1,0,0,0,0,0,0,3,3,0
245,98,R2,1,0,0,0,0,1,0,0,0,1,1,1,1,1,2,0,0,0,1,0,0,2,2500,0,0,1,2,0
4381,98,L2,0,0,1,0,0,0,0,0,0,1,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0
2337,98,L2,0,0,0,0,0,1,0,0,0,0,3,1,2,0,2,1,0,0,0,0,0,0,0,0,0,3,3,0
2265,98,M,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
3146,99,R2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,0,0,2,0,0,0,0,0,0,0,3,3,0
5348,99,R2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,4,0,0,2,0,0,0,1,1781,0,0,1,1,0
1781,99,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,2,2,0
1792,99,L1,1,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,1781,0,0,2,2,0
5501,99,L2,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0
4481,99,M,1,0,1,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0
217,100,L1,1,0,0,0,0,0,0,0,1,0,2,2,2,0,1,1,0,0,0,0,0,1,503,0,0,2,2,0
365,100,R1,1,0,0,1,0,0,0,0,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,0
1676,100,L1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,7673,0,0,2,2,0
125,100,R1,1,0,0,0,0,2,0,0,0,0,2,2,1,2,1,2,2,1,0,0,0,0,0,0,0,1,1,0
7673,100,R2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
1676,100,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7673,0,0,2,2,0
868,101,R2,1,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,0,1,0,0,0,2,5943,0,0,0,0,0
3555,101,M,1,0,1,0,0,0,0,0,0,0,4,2,0,0,1,0,0,0,0,0,0,3,6806,0,0,2,2,0
1923,101,M,1,0,0,0,0,1,0,0,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,1,0
5943,101,R2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
6806,101,L2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0
1024,101,L2,1,0,0,0,0,0,0,0,1,2,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
771,102,L2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,1,1,0
772,102,L1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
1918,102,R2,1,0,0,0,0,0,0,0,0,1,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0
7480,102,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5567,102,L1,1,0,0,0,0,0,0,0,1,0,0,3,2,1,0,0,0,0,1,0,0,0,0,0,0,3,3,0
1690,103,R2,1,0,1,0,0,1,0,0,0,0,3,0,2,1,1,1,0,2,0,0,0,3,7480,0,0,1,1,0
4143,103,L2,1,0,0,0,0,0,0,0,0,1,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0
250,103,R2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
4253,103,L2,1,0,0,1,0,0,0,0,0,1,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,3,3,0
836,103,M,1,0,1,0,0,0,0,0,0,3,0,2,0,0,2,0,0,0,1,0,0,0,0,0,0,3,3,0
175,103,M,1,0,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,2,2,0
3618,104,L2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,2,0
3707,104,M,1,0,1,0,0,0,0,0,0,1,3,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0
16,104,R1,1,0,0,0,0,2,0,0,0,0,3,1,1,0,0,0,0,0,2,0,0,3,5501,0,0,3,3,0
4381,104,L2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,3,0
5811,104,L2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0
3707,104,M,1,0,2,0,0,0,0,0,0,0,2,0,3,0,2,1,0,0,0,0,0,2,3619,0,0,3,3,0
1923,106,R1,1,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,3,1781,0,0,1,1,0
3604,105,L2,1,0,0,1,0,0,0,0,0,0,5,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,2,0
3146,105,R2,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,1,1,0
2771,105,M,1,0,1,0,0,0,0,0,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0
503,106,L1,1,1,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,0,0,0,0,0,2,2,0
2830,106,R2,1,0,1,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0
1781,106,L2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0
3044,106,L2,1,0,0,1,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,2,0
1792,106,R1,1,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,1,7480,0,0,3,3,0
3542,106,M,1,0,1,0,0,0,0,0,0,0,0,2,2,2,0,1,3,0,0,0,0,0,0,0,0,3,3,0
6806,107,R2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0
449,107,M,1,0,1,0,0,0,0,0,0,0,4,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,0
7673,107,L2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,2,0,0,0
7480,107,M,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,2,2,0
3555,107,L2,1,1,0,0,0,0,0,0,0,2,4,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,2,0
191,108,R2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,1,0
125,108,R1,1,0,0,0,0,2,0,0,0,0,3,1,1,2,0,2,1,1,1,0,0,2,6806,0,0,3,3,0
5084,108,M,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0
7462,108,L2,1,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0
5348,108,L2,1,0,0,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0
1058,109,M1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,3,7651,0,0,3,3,0
1918,109,L2,1,0,0,0,0,0,0,0,0,1,0,2,2,1,0,1,0,0,0,0,0,2,7889,0,0,1,1,0
7885,109,L2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,2,0
7651,109,R2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,0
3667,109,L1,1,0,1,0,0,0,0,0,0,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,3,3,.
1024,109,R2,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,2,0
1218,110,R1,1,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0
4481,110,M,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,3,6401,0,0,3,3,0
2502,110,L2,1,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
6401,110,R2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,1,1,0
771,110,R1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,2,0
